regime,sample_range,n_total,n_model_valid,ph_measured_mean,ph_measured_std,ph_measured_min,ph_measured_max,acid_flow_mean,acid_flow_std,acid_flow_min,acid_flow_max,acetate_flow_mean,acetate_flow_std,acetate_flow_min,acetate_flow_max,water_flow_mean,water_flow_std,water_flow_min,water_flow_max,total_flow_mean,total_flow_std,total_flow_min,total_flow_max,log10_flow_ratio_mean,log10_flow_ratio_std,log10_flow_ratio_min,log10_flow_ratio_max,total_buffer_mol_l_mean,total_buffer_mol_l_std,total_buffer_mol_l_min,total_buffer_mol_l_max,equilibrium_baseline_rmse,equilibrium_baseline_mean_error,static_calibrated_rmse,static_calibrated_mean_error,lag_calibrated_rmse,lag_calibrated_mean_error,dynamic_first_order_rmse,dynamic_first_order_mean_error
early_ideal_like,indices 0-204,205,205,4.62602521384888,0.29293530871675905,3.930053711,5.218570709228516,5.402622373513918,2.5279459661891637,1.0617680549621582,9.832083702087402,5.354648831410691,2.6547594342094105,1.0327486991882324,9.993937492370604,5.527442777450337,2.7543963507255205,1.0485353469848633,9.969668388,16.284713982374946,4.588418003311553,4.989383816719055,28.735502243041992,-0.011297421435906457,0.36400753586078766,-0.8589225799517329,0.7757443500329254,0.0663434847227971,0.014466017173942657,0.023314124313961425,0.09303476533816588,0.17809077486105654,-0.12362152398767837,0.23329510699690612,0.21275281975862492,0.23329510699690612,0.21275281975862492,0.23329510699690612,0.21275281975862492
flat_excluded,indices 205-290,86,0,4.601040141533186,0.011204191908240556,4.571830749511719,4.624761581420898,5.929499616466329,2.8766689367777376,1.0048768520355225,9.913923263549805,5.550069036878799,2.5926974934096254,1.2012004852294922,9.867917061,4.465717487557997,2.482010383939912,1.1216145753860474,9.759559631347656,15.945286140903125,4.60780147398575,5.58050012588501,27.4354190826416,-0.01986460608503977,0.37111392828275874,-0.865744676997092,0.7988411874038411,,,,,,,,,,,,
later_calibrated,indices 291-end,795,785,4.371005295805242,0.30089628294277737,3.5716724395751958,5.070807456970215,5.425404061011086,2.660348367068603,0.0,9.971034049987791,5.901265376915,2.61823865516629,0.0,9.993342399597168,5.073108086344628,2.595346350206936,0.0,9.930333137512209,16.399777524270718,4.5535340211135145,0.0,27.778563499450684,0.04565519382837713,0.3550854371117416,-0.9386635967352401,0.9416610325858955,0.06901198572477099,0.014120982957360072,0.02038198002677149,0.09428844512328899,0.43787251053420573,-0.4302509193838128,0.0993166017303434,-0.0821071249317876,0.0993166017303434,-0.0821071249317876,0.0993166017303434,-0.0821071249317876
