total_steps,setpoint_cycles,steps_per_cycle,setpoint_strategy,warm_start_steps,td3_train_steps,batch_size,overall_mae,overall_rmse,eval_mae,eval_rmse,overall_squared_error_cost,overall_absolute_error_cost,overall_move_cost,mean_exploration_sigma,mean_exploration_magnitude,mean_action_saturation_fraction,reward_squared_weight,reward_absolute_weight,move_penalty_weight,reward_definition,plant_model
600,3,200,admissible_random,0,397,4,0.3350282122850454,0.3792917974479058,0.4353447384400737,0.4353447405031505,86.31736056675791,201.0169273710273,79.73312751513504,0.2247786666666666,0.1660266534814973,0.0425,1.0,1.0,0.01,-(q2*(target_pH - pH)^2 + q1*abs(target_pH - pH) + r_move*mean((action_t - action_t_minus_1)^2)),ideal Henderson-Hasselbalch
