subset_name,filter_rule,source_rows,subset_rows,subset_model_valid_rows,session_ids,sample_index_min,sample_index_max,trial_id_min,trial_id_max,median_dt_s,p05_dt_s,p95_dt_s,median_total_flow_ml_min,median_ph_measured
one_minute_second_regime,session_id >= 4,1086,669,659,"4,5,6",417,1085,16,84,69.355,69.0218,70.2136,16.3056378364563,4.393743515014648
