best_v_tube_ml,max_search_volume_ml,transport_intercept,transport_slope,transport_n_train,static_train_rmse,static_test_rmse,transport_train_rmse,transport_test_rmse,train_rmse_improvement_vs_static,test_rmse_improvement_vs_static,median_total_flow_ml_min,median_theta_transport_s,min_theta_transport_s,max_theta_transport_s,dynamic_tau_s,dynamic_train_rmse,dynamic_test_rmse,optimizer_success,dynamic_optimizer_success,near_zero_volume_threshold_ml,minimum_improvement_threshold_ph,identifiability,physical_interpretation
0.46727071856698704,60.0,0.27120613262773174,0.853654732903152,403,0.057725892457621164,0.05129247793922194,0.05679555424120884,0.051317871736242235,0.0009303382164123214,-2.539379702029554e-05,16.3056378364563,1.7194202027065464,1.012700577304462,9.345414371339741,14.618911683997169,0.05669597417513943,0.05156339778338254,True,True,0.5,0.005,weak_non_identifiable_near_zero_volume,effective_delay_volume_not_hardware_geometry
