sample_index,utc_time,utc_datetime,elapsed_min,elapsed_h,dt_s,session_id,trial_id,split,episode_number,step_number,ph_measured,acid_flow,acetate_flow,water_flow,total_flow,valid_for_model,uninformative_flat_ph_trial,total_buffer_mol_l,ph_equilibrium_charge_balance,cumulative_transport_volume_ml,transport_delayed_volume_coordinate_ml,theta_transport_s,ph_equilibrium_transport_delayed,prediction_equilibrium_baseline,residual_equilibrium_baseline,prediction_static_calibrated,residual_static_calibrated,prediction_transport_delay_calibrated,residual_transport_delay_calibrated,prediction_transport_delay_dynamic,residual_transport_delay_dynamic
562,2026-05-14T19:17:07.047Z,2026-05-14 19:17:07.047000+00:00,4290.9873333333335,71.51645555555555,70.183,4,31,train,15,3,3.9443883895874015,9.364230155944824,3.2790274620056152,6.7820892333984375,19.425346851348877,True,False,0.0650863931269907,4.305988480423246,56.78215041505249,56.314879696485505,1.44328146769088,4.325320021323241,4.305988480423246,-0.36160009083584477,3.9598125708782943,-0.015424181290892847,3.9635360401510784,-0.019147650563676955,3.967081869034272,-0.0226934794468705
563,2026-05-14T19:18:17.294Z,2026-05-14 19:18:17.294000+00:00,4292.1581166666665,71.5359686111111,70.247,4,31,train,15,4,4.325926780700684,5.665111541748047,5.592947006225586,9.345573425292969,20.6036319732666,True,False,0.05464113590546106,4.754991140967841,79.52502275283089,79.0577520342639,1.360742763722265,4.745766017917634,4.754991140967841,-0.4290643602671578,4.3315115691968495,-0.005584788496165949,4.322451755074065,0.003475025626618944,4.319542360186303,0.006384420514380373
564,2026-05-14T19:19:27.490Z,2026-05-14 19:19:27.490000+00:00,4293.32805,71.5554675,70.196,4,31,train,15,5,4.232748031616211,2.040876865386963,2.1050539016723637,3.905428409576416,8.051359176635742,True,False,0.05149355128871176,4.774014185434362,103.62989858608793,103.16262786752094,3.48217518296509,4.773645425532063,4.774014185434362,-0.5412661538181514,4.347259463796402,-0.11451143218019144,4.3462511433346585,-0.11350311171844751,4.346031715739255,-0.11328368412304446
565,2026-05-14T19:20:37.608Z,2026-05-14 19:20:37.608000+00:00,4294.496683333334,71.57494472222223,70.118,4,31,train,15,6,4.2476348876953125,2.016220808029175,2.104370594024658,4.759443283081055,8.880034685134888,True,False,0.04640287508056329,4.779206836888292,113.03898529854368,112.57171457997669,3.1572222528535483,4.778948961278226,4.779206836888292,-0.5315719491929798,4.3515581094696865,-0.10392322177437396,4.35077853172549,-0.10314364403017784,4.350739325345926,-0.10310443765061361
566,2026-05-14T19:21:47.646Z,2026-05-14 19:21:47.646000+00:00,4295.663983333334,71.59439972222224,70.038,4,31,train,15,7,4.844752311706543,2.0299229621887207,9.135513305664062,3.6148605346679688,14.780296802520752,True,False,0.0755427067333894,5.413402500501774,123.40464978650164,122.93737906793464,1.8968660432608966,5.384813782065729,5.413402500501774,-0.5686501887952309,4.8765658958760865,-0.031813584169543496,4.867977903490264,-0.023225591783720745,4.863682322910493,-0.01893001120394988
567,2026-05-14T19:22:57.724Z,2026-05-14 19:22:57.724000+00:00,4296.83195,71.61386583333334,70.078,4,31,train,15,8,4.856881141662598,1.6423463821411133,7.611232280731201,6.236016750335693,15.489595413208008,True,False,0.059740609202624945,5.4261767652983615,140.6675437752858,140.2002730567188,1.8100048688239243,5.425830992457809,5.4261767652983615,-0.5692956236357638,4.88714084753314,-0.030259705870542497,4.902992439271946,-0.04611129760934851,4.9026668673211375,-0.04578572565853989
568,2026-05-14T19:24:07.686Z,2026-05-14 19:24:07.686000+00:00,4297.997983333333,71.63329972222222,69.962,4,31,train,15,9,4.6947832107543945,1.8237673044204712,5.626325607299805,9.203662872314451,16.65375578403473,True,False,0.04473521173441473,5.249550968210417,158.72892834693343,158.26165762836644,1.6834786985946086,5.254120499565854,5.249550968210417,-0.5547677574560224,4.740924271054113,-0.04614106029971854,4.756410964325596,-0.06162775357120154,4.757631926335356,-0.06284871558096139
569,2026-05-14T19:25:18.011Z,2026-05-14 19:25:18.011000+00:00,4299.170066666667,71.65283444444444,70.325,4,32,train,16,0,4.299461364746094,9.872559547424316,8.229925155639648,9.582147598266602,27.684632301330566,True,False,0.06538820709637502,4.681523788728817,0.0,-0.46727071856698704,1.012700577304462,,4.681523788728817,-0.38206242398272305,4.270692906779035,0.028768457967058403,,,,
570,2026-05-14T19:26:28.328Z,2026-05-14 19:26:28.328000+00:00,4300.3420166666665,71.67236694444445,70.317,4,32,train,16,1,4.035363197,9.935533524,3.854738951,1.4510070085525513,15.241279483552551,True,False,0.09047975591472888,4.349868136882772,32.44500482554435,31.977734106977366,1.8394940624423433,4.354644618673673,4.349868136882772,-0.31450493988277195,3.996137576910075,0.039225620089924806,3.988569121469754,0.04679407553024584,3.988569121469754,0.04679407553024584
571,2026-05-14T19:27:38.411Z,2026-05-14 19:27:38.411000+00:00,4301.510066666667,71.69183444444444,70.083,4,32,train,16,2,4.460456848144531,3.2637248039245605,5.120664119720459,5.524085521697998,13.908474445343018,True,False,0.060282592146203136,4.955948146965903,50.24758132630791,49.78031060774092,2.0157669501565367,4.940040143885086,4.955948146965903,-0.49549129882137155,4.497870311356588,-0.037413463212057074,4.488294782186804,-0.02783793404227275,4.484157398814693,-0.023700550670161746
