total_steps,setpoint_cycles,steps_per_cycle,warm_start_steps,td3_train_steps,batch_size,overall_mae,overall_rmse,eval_mae,eval_rmse,overall_squared_error_cost,overall_absolute_error_cost,overall_move_cost,reward_squared_weight,reward_absolute_weight,move_penalty_weight,reward_definition,plant_model
18,3,6,0,9,4,0.4770520499427373,0.6144265710712357,3.0892211236495846e-05,3.314992784772474e-05,6.795360202290412,8.586936898969272,1.9772647111062625,1.0,1.0,0.01,-(q2*(target_pH - pH)^2 + q1*abs(target_pH - pH) + r_move*mean((action_t - action_t_minus_1)^2)),ideal Henderson-Hasselbalch
