scope,steps,mae,rmse,max_abs_error,iae,ise,mean_reward,total_reward,squared_error_cost_sum,absolute_error_cost_sum,move_cost_sum,total_cost_sum,mean_ph,mean_target_ph,train_updates
all_steps,18,0.47705204994273726,0.6144265710712357,1.1593487946671326,8.58693689896927,6.795360202290411,-0.8556705415761524,-15.402069748370744,6.795360202290411,8.58693689896927,1.9772647111062616,15.402069748370744,4.820365748994934,4.34333332379659,9
td3_training_steps,12,0.7155626288084876,0.7525157914011343,1.1593487946671326,8.586751545701851,6.795360195696905,-1.2834270622046755,-15.401124746456107,6.795360195696905,8.586751545701851,1.90130050573498,15.401124746456107,4.850562500062455,4.134999871253967,9
td3_eval_steps,6,3.0892211236495846e-05,3.3149927847724736e-05,4.583466180996254e-05,0.00018535326741897507,6.593506297856136e-09,-0.00015750031910633945,-0.0009450019146380366,6.593506297856137e-09,0.00018535326741897507,0.07596420537128193,0.0009450019146380366,4.759972246859898,4.760000228881836,0
