_id,utc_time,episode_number,step_number,target_ph,observation.utc_time,observation.biosmb-sensors.P_1,observation.biosmb-sensors.P_2,observation.biosmb-sensors.P_3,observation.biosmb-sensors.P_4,observation.biosmb-sensors.P_5,observation.biosmb-sensors.P_6,observation.biosmb-sensors.P_7,observation.biosmb-sensors.PH_1,observation.biosmb-sensors.PH_2,observation.biosmb-sensors.COND_1,observation.biosmb-sensors.COND_2,observation.biosmb-sensors.COND_3,observation.biosmb-sensors.COND_4,observation.biosmb-sensors.UV_1A,observation.biosmb-sensors.UV_1B,observation.biosmb-sensors.UV_1C,observation.biosmb-sensors.UV_2A,observation.biosmb-sensors.UV_2B,observation.biosmb-sensors.UV_2C,observation.biosmb-sensors.UV_3A,observation.biosmb-sensors.UV_3B,observation.biosmb-sensors.UV_3C,observation.biosmb-sensors.UV_4A,observation.biosmb-sensors.UV_4B,observation.biosmb-sensors.UV_4C,observation.biosmb-flows[0],observation.biosmb-flows[1],observation.biosmb-flows[2],observation.biosmb-flows[3],observation.biosmb-flows[4],observation.biosmb-flows[5],observation.biosmb-flows[6],observation.mfcs-mass.acid-mass-grams,observation.mfcs-mass.sodium-mass-grams,observation.mfcs-mass.water-mass-grams
6a023811e3a46fc284e5c944,2026-05-11T20:09:40.352Z,1,10,4.7,2026-05-11T20:09:40.352Z,0.24883723258972168,0.26827073097229004,0.43616271018981934,-0.026757479,0.010941267013549805,0.16411972045898438,0.079955697,2.0302581787109375,4.953369141,0.23493649065494537,-0.102841079,3.616354227,4.062931537628174,0,0,0,0,0,0,0.046320848166942596,0.10390786081552505,0.10236885398626328,0,0,0,2.5687642097473145,5.994353771209717,1.7615255117416382,0,0,0,0,2767.1,2770.6,2787.33
6a02389de3a46fc284e5c9bd,2026-05-11T20:12:01.263Z,1,11,4.7,2026-05-11T20:12:01.263Z,0.4814271926879883,0.45804405212402344,0.7458643913269043,-0.028483629,0.011783003807067871,0.16411972045898438,0.081218123,2.4078521728515625,4.251494407653809,0.23496252298355103,-0.103265345,1.2917187213897705,1.4471837282180786,0,0,0,0,0,0,0.064385265,0.13569222390651703,0.013520265929400921,0,0,0,6.424426078796387,2.2115581035614014,7.750305652618408,0,0,0,0,2749.67,2764.58,2767.17
6a02392ae3a46fc284e5ca36,2026-05-11T20:14:21.480Z,1,12,4.7,2026-05-11T20:14:21.480Z,0.4241349697113037,0.39679884910583496,0.6572551727294922,-0.025031328,0.011362075805664062,0.16411972045898438,0.079955697,2.499694824,4.067340850830078,0.23492754995822906,-0.102846503,0.6250135898590088,0.7095377445220947,0,0,0,0,0,0,0.022967278957366943,0.13332808017730713,0.10907813906669617,0,0,0,6.418696880340576,1.307341456413269,7.155996799468994,0,0,0,0,2731.8199999999997,2761.29,2747.5
6a0239b7e3a46fc284e5caaf,2026-05-11T20:16:42.488Z,1,13,4.7,2026-05-11T20:16:42.488Z,0.5848953723907471,0.6521303653717041,0.8215689659118652,-0.025031328,0.010941267013549805,0.16327810287475586,0.080376506,2.173126220703125,5.113813400268555,0.23491817712783813,-0.10373503,3.223285675048828,3.631091356277466,0,0,0,0,0,0,0.031516831,0.066468269,0.073694952,0,0,0,2.360363245010376,9.187598228,8.145929336547852,0,0,0,0,2723.21,2739.7999999999997,2726.08
6a023a43e3a46fc284e5cb28,2026-05-11T20:19:03.252Z,1,14,4.7,2026-05-11T20:19:03.252Z,0.4190042018890381,0.45200562477111816,0.701129675,-0.028483629,0.010941267013549805,0.16411972045898438,0.079955697,2.662963867,5.118224143981934,0.23496440052986145,-0.104218543,2.7888684272766113,3.172264337539673,0,0,0,0,0,0,0.05675368,0.21796546876430511,0.044558558613061905,0,0,0,1.1490943431854248,6.300748825073242,8.297214508,0,0,0,0,2717.89,2724.19,2704.52
6a023ad0e3a46fc284e5cba1,2026-05-11T20:21:23.783Z,1,15,4.7,2026-05-11T20:21:23.783Z,0.5900263786315918,0.5408539772033691,0.7811360359191895,-0.020715475,0.009258032,0.16411972045898438,0.080797315,2.367034912109375,4.189741134643555,0.23495601117610931,-0.104159474,1.3766076564788818,1.5438580513000488,0,0,0,0,0,0,0.039658312,0.14872001111507416,0.002059154,0,0,0,9.768297195,2.7110466957092285,5.772246837615967,0,0,0,0,2692.97,2716.98,2688.0699999999997
6a023b5de3a46fc284e5cc1a,2026-05-11T20:23:44.271Z,1,16,4.7,2026-05-11T20:23:44.271Z,0.43012070655822754,0.43044066429138184,0.6873650550842285,-0.020715475,0.009258032,0.16327810287475586,0.079534888,2.203735352,4.790167808532715,0.23498119413852692,-0.100150883,2.1926794052124023,2.488616704940796,0,0,0,0,0,0,0.004974793,0.083198167,0,0,0,0,2.717064380645752,4.586766242980957,8.125826835632324,0,0,0,0,2683.3799999999997,2706.1299999999997,2667
6a023be9e3a46fc284e5cc93,2026-05-11T20:26:05.085Z,1,17,4.7,2026-05-11T20:26:05.085Z,0.40703248977661133,0.3812718391418457,0.6142411231994629,-0.020715475,0.010941267013549805,0.16411972045898438,0.080376506,2.1118927001953125,4.327580451965332,0.23496948182582855,-0.104070783,1.5832875967025757,1.7935364246368408,0,0,0,0,0,0,0,0.085425287,0.065575704,0,0,0,6.713934421539307,2.7263143062591553,4.685109615325928,0,0,0,0,2665.3199999999997,2698.92,2652.9300000000003
6a023c76e3a46fc284e5cd0c,2026-05-11T20:28:25.695Z,1,18,4.7,2026-05-11T20:28:25.695Z,0.5609524250030518,0.5658698081970215,0.7665109634399414,-0.018989325,0.011362075805664062,0.16454052925109863,0.081218123,2.071075439453125,4.789616584777832,0.2349996119737625,-0.10342139,3.168109417,3.6452856063842773,0,0,0,0,0,0,0,0.15685123205184937,0.043096833,0,0,0,6.364859580993652,8.544281005859375,3.0984294414520264,0,0,0,0,2647.61,2678.69,2642.92
6a023d03e3a46fc284e5cd85,2026-05-11T20:30:46.486Z,1,19,4.7,2026-05-11T20:30:46.486Z,0.4275553226470947,0.44510483741760254,0.6641373634338379,-0.018126249,0.010941267013549805,0.16411972045898438,0.080376506,2.009857177734375,5.087900161743164,0.23497894406318665,-0.103461802,3.2268176078796387,3.7435355186462402,0,0,0,0,0,0,0,0.10678485780954361,0.014763874933123589,0,0,0,2.196958541870117,7.608425140380859,5.5309882164001465,0,0,0,0,2639.49,2659.9300000000003,2627.73
6a0329f0e8b43458171358e2,2026-05-12T13:21:36.495Z,1,0,4.7,2026-05-12T13:21:36.495Z,0.5968673229217529,0.5882973670959473,0.7432835102081299,-0.030210018,0.000841618,0.16454052925109863,0.079534888,3.7140655517578125,4.8419952392578125,0.23558305203914642,-0.103543997,2.9379005432128906,3.3869450092315674,0,0,0,0,0,0,0,0.044948291,0.080390096,0,0,0,8.163414001464844,7.909221172332764,2.349125385284424,0,0,0,0,2603.3700000000003,2617.23,2590.21
6a032a7de8b434581713595b,2026-05-12T13:24:00.581Z,1,1,4.7,2026-05-12T13:24:00.581Z,0.2548227310180664,0.2656826972961426,0.4645521640777588,-0.030210018,0.000841618,0.16538214683532715,0.079534888,4.1120452880859375,4.887206077575684,0.2355796992778778,-0.103847027,3.022165060043335,3.5122616291046143,0,0,0,0,0,0,0,0.11154142022132874,0.015523041598498821,0,0,0,3.049386978149414,4.935805320739746,2.1768593788146973,0,0,0,0,2592.52,2604.28,2582.3700000000003
6a032b0ae8b43458171359d4,2026-05-12T13:26:21.283Z,1,2,4.7,2026-05-12T13:26:21.283Z,0.3009989261627197,0.3407294750213623,0.5858519077301025,-0.030210018,0.000841618,0.1649613380432129,0.079114079,3.938568115234375,5.218570709228516,0.2355934977531433,-0.103817523,3.2294952869415283,3.786958932876587,0,0,0,0,0,0,0,0.13449795544147491,0.01680756,0,0,0,1.0759644508361816,6.213901519775391,4.809741020202637,0,0,0,0,2587.41,2589.23,2569
