cycle,target_ph,is_test,steps,mean_ph,mean_abs_error,rmse,max_abs_error,reward_sum,train_updates
0,3.859999895095825,False,25,3.8599999103005938,1.5204768999410593e-08,1.5204768999410593e-08,1.5204768999410593e-08,-5.779625008135933e-15,0
1,4.409999847412109,False,25,4.733164461568877,0.3264925854411592,0.3899308150172532,0.8368293685485142,-3.801151012500484,0
2,4.760000228881836,False,25,4.732392961730223,0.1018144878303918,0.1200820763664068,0.2095212457290678,-0.3604926266116889,12
3,5.110000133514404,False,25,4.799776750707091,0.3102233828073141,0.3236851639265219,0.4679268791883109,-2.6193021336534854,25
4,5.659999847412109,False,25,4.7906638835329804,0.869335963879129,0.8738470151319939,1.038070773001527,-19.090215146377385,25
5,3.859999895095825,False,25,4.740513023448293,0.8805131283524678,0.8847656597871548,1.0355888281034176,-19.570256818464987,25
6,4.409999847412109,False,25,4.681332823426901,0.2713329760147915,0.2782992007767597,0.4179583107736091,-1.93626112882458,25
7,4.760000228881836,True,25,4.649290143649606,0.1107100852322299,0.1107102135898153,0.1114260366065096,-0.3064187848275633,0
