sample_index,utc_time,utc_datetime,elapsed_min,elapsed_h,dt_s,session_id,trial_id,split,episode_number,step_number,ph_measured,acid_flow,acetate_flow,water_flow,total_flow,water_fraction,buffer_flow_fraction,valid_for_model,valid_for_model_before_flat_trial_filter,uninformative_flat_ph_trial,flow_ratio_acetate_acid,log10_molar_base_acid_ratio,acid_analytical_mol_l,acetate_analytical_mol_l,total_buffer_mol_l,sodium_mol_l,ph_equilibrium_charge_balance,prediction_equilibrium_raw,residual_equilibrium_raw,prediction_equilibrium_bias,residual_equilibrium_bias,prediction_equilibrium_affine,residual_equilibrium_affine
113,2026-05-12T17:01:34.011Z,2026-05-12 17:01:34.011000+00:00,1275.4367333333332,21.257278888888887,142.789,1,4,train,4,3,4.698642730712891,3.1678454875946045,4.217148303985596,9.215991973876951,16.600985765457153,0.5551472728236005,0.44485272717639934,True,True,False,1.3312354786557925,0.12425488345018916,0.019082273380332422,0.025402999337307518,0.04448527271763994,0.025402999337307518,4.88477453577125,4.88477453577125,-0.18613180505835913,4.541732278881866,0.15691045183102492,4.520146733637327,0.1784959970755633
114,2026-05-12T17:03:56.434Z,2026-05-12 17:03:56.434000+00:00,1277.81045,21.29684083333333,142.423,1,4,train,4,4,4.935725212097168,1.855609893798828,4.768946647644043,3.162666320800781,9.787222862243652,0.32314236278418224,0.6768576372158177,True,True,False,2.5700157471573917,0.40993578437511125,0.0189595140512969,0.048726249670284875,0.06768576372158178,0.048726249670284875,5.170150811073309,5.170150811073309,-0.23442559897614146,4.827108554183925,0.1086166579132426,4.745854555502758,0.18987065659440994
115,2026-05-12T17:46:23.537Z,2026-05-12 17:46:23.537000+00:00,1320.2621666666666,22.004369444444443,2547.103,2,5,train,1,0,4.787961959838867,7.543157101,7.981068134307861,7.851915836334228,23.37614107164209,0.3358944409288962,0.6641055590711038,True,True,False,1.0580540783447037,0.024507865550290543,0.03226861558493376,0.03414194032217663,0.0664105559071104,0.03414194032217663,4.784937407173089,4.784937407173089,0.0030245526657779465,4.441895150283705,0.346066809555162,4.4411842452057355,0.3467777146331317
116,2026-05-12T17:48:48.799Z,2026-05-12 17:48:48.799000+00:00,1322.6832,22.044719999999998,145.262,2,5,train,1,1,4.897682189941406,4.324800491333008,7.176953315734863,8.691786766052246,20.193540573120117,0.43042411183811896,0.5695758881618811,True,True,False,1.6594877220620075,0.2199740435717123,0.021416751934476543,0.03554083688171157,0.056957588816188114,0.03554083688171157,4.980314107636175,4.980314107636175,-0.08263191769476919,4.637271850746791,0.26041033919461487,4.595710228341866,0.30197196159954043
117,2026-05-12T17:51:10.875Z,2026-05-12 17:51:10.875000+00:00,1325.0511333333334,22.084185555555557,142.076,2,5,train,1,2,5.083488464355469,1.6750736236572266,5.8752617835998535,8.555215835571289,16.10555124282837,0.5311967101641948,0.46880328983580516,True,True,False,3.5074648066944425,0.5449933220852633,0.010400597895729394,0.036479731087851124,0.04688032898358052,0.036479731087851124,5.305258967781991,5.305258967781991,-0.22177050342652205,4.962216710892607,0.12127175346286201,4.852713360547753,0.2307751038077157
118,2026-05-12T17:53:33.387Z,2026-05-12 17:53:33.387000+00:00,1327.4263333333333,22.12377222222222,142.512,2,5,train,1,3,4.312693595886231,1.9117560386657717,1.0327486991882324,3.4475693702697754,6.392074108123779,0.5393506570720464,0.46064934292795356,True,True,False,0.5402094609880219,-0.2674378140417357,0.02990822706883347,0.016156707223961893,0.04606493429279536,0.016156707223961893,4.493889334996816,4.493889334996816,-0.18119573911058495,4.150847078107432,0.1618465177787991,4.210990525144365,0.10170307074186624
119,2026-05-12T17:55:56.645Z,2026-05-12 17:55:56.645000+00:00,1329.8139666666668,22.163566111111113,143.258,2,5,train,1,4,4.524414063,1.0617680549621582,1.356583833694458,6.921240329742432,9.339592218399048,0.7410645098730917,0.2589354901269083,True,True,False,1.2776649545580905,0.10641698256771455,0.011368462670891234,0.014525086341799597,0.02589354901269083,0.014525086341799597,4.86734136804816,4.86734136804816,-0.3429273050481596,4.524299111158776,0.00011495184122445323,4.506358613686471,0.018055449313528982
120,2026-05-12T17:58:18.896Z,2026-05-12 17:58:18.896000+00:00,1332.1848166666668,22.20308027777778,142.251,2,5,train,1,5,4.214001655578613,5.605854511260986,1.7724813222885132,8.471328735351562,15.849664568901062,0.5344800010451529,0.4655199989548471,True,True,False,0.31618396780151353,-0.50006015487141,0.03536891577037122,0.011183084125113497,0.04655199989548472,0.011183084125113497,4.26272653289767,4.26272653289767,-0.0487248773190565,3.9196842760082853,0.294317379570328,4.028160847018941,0.18584080855967233
121,2026-05-12T18:00:40.073Z,2026-05-12 18:00:40.073000+00:00,1334.5377666666668,22.242296111111113,141.177,2,5,train,1,6,4.976525307,3.2838714122772217,7.913933277130127,2.570388078689575,13.768192768096924,0.18669030293108405,0.813309697068916,True,True,False,2.409940062678081,0.3820062414247163,0.02385114348403423,0.05747982622285737,0.0813309697068916,0.05747982622285737,5.142191927107623,5.142191927107623,-0.1656666201076229,4.799149670218239,0.17737563678176116,4.723741509157178,0.252783797842822
122,2026-05-12T18:03:01.602Z,2026-05-12 18:03:01.602000+00:00,1336.8965833333334,22.281609722222225,141.529,2,5,train,1,7,4.827659606933594,5.267858982086182,7.759117126464844,3.1691620349884038,16.19613814353943,0.19567393207575037,0.8043260679242497,True,True,False,1.4729166351738732,0.16817816713555497,0.032525401644511835,0.047907205147913134,0.08043260679242498,0.047907205147913134,4.928442494378081,4.928442494378081,-0.10078288744448738,4.585400237488697,0.24225936944489668,4.554684292206362,0.2729753147272316
123,2026-05-12T18:05:24.542Z,2026-05-12 18:05:24.542000+00:00,1339.2789166666666,22.321315277777778,142.94,2,5,train,1,8,4.784654617,4.264469146728516,5.835362434387207,2.391511917114258,12.49134349822998,0.19145353880094118,0.8085464611990588,True,True,False,1.3683678398432784,0.13620285859784656,0.03413939539275971,0.04671525072714617,0.08085464611990588,0.04671525072714617,4.896482289557321,4.896482289557321,-0.11182767255732085,4.553440032667937,0.2312145843320632,4.529406548957273,0.2552480680427269
124,2026-05-12T18:07:47.148Z,2026-05-12 18:07:47.148000+00:00,1341.6556833333334,22.360928055555558,142.606,2,5,train,1,9,4.267482757568359,7.439232349395752,2.753178596496582,4.622891426086426,14.81530237197876,0.31203490215832724,0.6879650978416728,True,True,False,0.3700890719887527,-0.43169373858781696,0.05021316583768216,0.018583343946485125,0.06879650978416728,0.018583343946485125,4.329803393093204,4.329803393093204,-0.0623206355248449,3.9867611362038198,0.2807216213645396,4.081212811469319,0.18626994609904024
125,2026-05-12T18:10:09.120Z,2026-05-12 18:10:09.120000+00:00,1344.0218833333333,22.40036472222222,141.972,2,5,train,1,10,4.783551216125488,3.407980204,5.189589023590088,9.268029213,17.865598440590087,0.5187639946022364,0.48123600539776357,True,True,False,1.522775577598422,0.18263590294710116,0.019075656577264014,0.029047943962512344,0.04812360053977636,0.029047943962512344,4.943065926660034,4.943065926660034,-0.15951471053454558,4.60002366977065,0.18352754635483848,4.5662501557143305,0.21730106041115782
126,2026-05-12T18:12:31.942Z,2026-05-12 18:12:31.942000+00:00,1346.4022499999999,22.4400375,142.822,2,5,train,1,11,4.704707145690918,9.701196670532228,9.469735145568848,9.564570426940918,28.735502243041992,0.332848555979455,0.6671514440205449,True,True,False,0.9761409305651483,-0.010487476443663154,0.03376031707565255,0.03295482732640195,0.0667151444020545,0.03295482732640195,4.749975640911868,4.749975640911868,-0.04526849522094967,4.406933384022484,0.2977737616684344,4.4135325278265105,0.29117461786440746
127,2026-05-12T18:14:53.430Z,2026-05-12 18:14:53.430000+00:00,1348.7603833333335,22.479339722222225,141.488,2,5,train,1,12,4.4444684982299805,9.181890487670898,5.1043243408203125,3.7697055339813232,18.055920362472534,0.2087794727881215,0.7912205272118785,True,True,False,0.5559121346169625,-0.25499384594764446,0.05085251985689171,0.02826953286429615,0.07912205272118786,0.02826953286429615,4.505751894951924,4.505751894951924,-0.06128339672194372,4.16270963806254,0.28175886016744034,4.220372778684473,0.22409571954550778
128,2026-05-12T18:17:15.559Z,2026-05-12 18:17:15.559000+00:00,1351.1291999999999,22.518819999999998,142.129,2,5,train,1,13,4.828210830688477,6.375922679901123,9.206503868103027,2.367205858230591,17.94963240623474,0.1318804644382773,0.8681195355617227,True,True,False,1.4439484809194394,0.15955169818407183,0.03552118804219338,0.05129076551397889,0.08681195355617227,0.05129076551397889,4.919800597868789,4.919800597868789,-0.09158976718031209,4.576758340979405,0.25145248970907197,4.547849303432911,0.2803615272555655
129,2026-05-12T18:19:37.929Z,2026-05-12 18:19:37.929000+00:00,1353.5020333333334,22.558367222222223,142.37,2,5,train,1,14,4.549225807189941,6.626776695251465,5.112069129943848,2.614516496658325,14.353362321853638,0.18215359147435486,0.8178464085256452,True,True,False,0.771426194820627,-0.11270561816261063,0.04616881081000722,0.0356158300425573,0.08178464085256451,0.0356158300425573,4.647780390514492,4.647780390514492,-0.09855458332455047,4.304738133625108,0.24448767356483359,4.332704970077468,0.2165208371124736
130,2026-05-12T18:22:00.204Z,2026-05-12 18:22:00.204000+00:00,1355.8732833333333,22.597888055555554,142.275,2,5,train,1,15,4.759291648864746,6.115901947021484,7.3441338539123535,2.449049234390259,15.909085035324097,0.1539402944262638,0.8460597055737362,True,True,False,1.2008259644334278,0.07948006971510625,0.0384428264318275,0.046163144125546125,0.08460597055737362,0.046163144125546125,4.8397794890333055,4.8397794890333055,-0.08048784016855937,4.496737232143921,0.2625544167208247,4.484559563739602,0.27473208512514447
131,2026-05-12T18:24:21.438Z,2026-05-12 18:24:21.438000+00:00,1358.2271833333332,22.63711972222222,141.234,2,5,train,1,16,4.518900871276856,2.8598403930664062,2.369830369949341,8.639083862304688,13.868754625320435,0.6229170603777326,0.3770829396222674,True,True,False,0.8286582620816604,-0.08162453518081164,0.020620744041755158,0.01708754992047158,0.03770829396222674,0.01708754992047158,4.679347839533791,4.679347839533791,-0.1604469682569345,4.336305582644407,0.18259528863244956,4.357672077635559,0.16122879364129705
132,2026-05-12T18:26:44.184Z,2026-05-12 18:26:44.184000+00:00,1360.6062833333333,22.676771388888888,142.746,2,5,train,1,17,4.290088653564453,9.556440353393556,3.5858449935913086,7.650800228118896,20.79308557510376,0.36794924930619477,0.6320507506938052,True,True,False,0.37522810387425803,-0.42570464124068136,0.04595970289679274,0.017245372172587786,0.06320507506938053,0.017245372172587786,4.335892083270201,4.335892083270201,-0.04580342970574769,3.9928498263808163,0.2972388271836368,4.08602843602118,0.2040602175432733
133,2026-05-12T18:29:06.206Z,2026-05-12 18:29:06.206000+00:00,1362.9733166666667,22.716221944444445,142.022,2,5,train,1,18,4.653983116149902,3.5640995502471924,4.003465652,9.872911453,17.440476655247192,0.5660918361442608,0.43390816385573916,True,True,False,1.1232754853108227,0.05048628081885771,0.020435792098462444,0.022955024287111474,0.04339081638557392,0.022955024287111474,4.811106868628389,4.811106868628389,-0.15712375247848698,4.468064611739005,0.18591850441089708,4.4618820139260515,0.1921011022238508
134,2026-05-12T18:31:28.845Z,2026-05-12 18:31:28.845000+00:00,1365.3506333333332,22.755843888888887,142.639,2,5,train,1,19,4.745508193969727,4.642705917358398,5.750741004943848,4.196063995361328,14.589510917663574,0.2876082700127485,0.7123917299872514,True,True,False,1.2386614847696185,0.09295263374994944,0.03182221764361859,0.03941695535510656,0.07123917299872515,0.03941695535510656,4.853298405537955,4.853298405537955,-0.10779021156822832,4.510256148648571,0.23525204532115573,4.495251851299299,0.2502563426704274
135,2026-05-12T18:33:51.356Z,2026-05-12 18:33:51.356000+00:00,1367.7258166666666,22.795430277777776,142.511,2,5,train,1,20,5.143586158752441,2.3970086574554443,9.010506629943848,1.0616852045059204,12.469200491905212,0.0851446093272097,0.9148553906727903,True,True,False,3.759063031298766,0.5750796079473154,0.019223435047111007,0.07226210402016803,0.09148553906727903,0.07226210402016803,5.3352117878418985,5.3352117878418985,-0.19162562908945713,4.9921695309525145,0.15141662779992693,4.876403436982079,0.2671827217703626
136,2026-05-12T18:36:13.764Z,2026-05-12 18:36:13.764000+00:00,1370.0992833333332,22.834988055555552,142.408,2,5,train,1,21,4.898233413696289,4.552788734436035,8.627081871032715,9.771245002746582,22.951115608215332,0.42574161402633404,0.574258385973666,True,True,False,1.8949005487076203,0.2775864215437253,0.019836895130301936,0.037588943467064664,0.0574258385973666,0.037588943467064664,5.037892942803833,5.037892942803833,-0.13965952910754353,4.6948506859144485,0.20338272778184052,4.641250080796261,0.2569833329000284
137,2026-05-12T18:38:36.585Z,2026-05-12 18:38:36.585000+00:00,1372.4796333333334,22.874660555555558,142.821,2,5,train,1,22,4.229439735412598,6.014262199401856,2.104924201965332,3.06613564491272,11.185322046279907,0.2741213558471012,0.7258786441528989,True,True,False,0.34998876540079604,-0.4559458962290086,0.053769235919337,0.018818628495952897,0.0725878644152899,0.018818628495952897,4.3055942429338945,4.3055942429338945,-0.07615450752129682,3.96255198604451,0.2668877493680877,4.06206547854584,0.16737425686675778
138,2026-05-12T18:40:59.198Z,2026-05-12 18:40:59.198000+00:00,1374.8565166666667,22.91427527777778,142.613,2,5,train,1,23,4.5437116622924805,5.491227626800537,3.9689435958862314,2.2319869995117188,11.692158222198486,0.190896065302479,0.8091039346975211,True,True,False,0.7227789240634221,-0.14099451977519906,0.04696504719184357,0.033945346277908545,0.08091039346975212,0.033945346277908545,4.619534715565545,4.619534715565545,-0.07582305327306482,4.276492458676161,0.26721920361631923,4.310365096999028,0.2333465652934521
139,2026-05-12T18:43:20.928Z,2026-05-12 18:43:20.928000+00:00,1377.2186833333333,22.953644722222222,141.73,2,5,train,1,24,4.700296401977539,4.161565304,5.031970024108887,1.3287742137908936,10.52230954189978,0.1262816122734008,0.8737183877265992,True,True,False,1.2091532047502112,0.08248133126792424,0.039549922832327535,0.047821915940332395,0.08737183877265993,0.047821915940332395,4.842769466127766,4.842769466127766,-0.1424730641502272,4.499727209238382,0.20056919273915685,4.486924375659247,0.2133720263182921
140,2026-05-12T18:45:43.466Z,2026-05-12 18:45:43.466000+00:00,1379.5943166666666,22.99323861111111,142.538,2,5,train,1,25,4.453841209411621,8.705640793,5.346917629241943,6.670559883117676,20.72311830535962,0.3218897747349379,0.6781102252650621,True,True,False,0.6141900127031744,-0.21169724986488997,0.04200931860118977,0.025801703925316447,0.06781102252650621,0.025801703925316447,4.549069976598865,4.549069976598865,-0.09522876718724405,4.206027719709481,0.24781348970214,4.254633614998112,0.199207594413509
141,2026-05-12T18:48:05.532Z,2026-05-12 18:48:05.532000+00:00,1381.9620833333333,23.03270138888889,142.066,2,5,train,1,26,4.932416915893555,4.965035438537598,9.921024322509766,3.1368625164031982,18.02292227745056,0.17404849602707848,0.8259515039729215,True,True,False,1.99817794763453,0.3006341616850006,0.02754844837093715,0.055046702026355004,0.08259515039729215,0.055046702026355004,5.0608397733914625,5.0608397733914625,-0.12842285749790783,4.7177975165020785,0.21461939939147623,4.659399028690289,0.2730178872032658
142,2026-05-12T18:50:28.022Z,2026-05-12 18:50:28.022000+00:00,1384.3369166666666,23.072281944444445,142.49,2,5,train,1,27,4.393743515014648,7.588895797729492,3.9835362434387207,4.336717606,15.909149647168213,0.2725926716499221,0.7274073283500778,True,True,False,0.5249164502470237,-0.2799098167545092,0.04770145460967674,0.025039278225331044,0.07274073283500779,0.025039278225331044,4.480963767559407,4.480963767559407,-0.08722025254475874,4.137921510670023,0.2558220043446253,4.2007675251084144,0.192975989906234
143,2026-05-12T18:52:50.405Z,2026-05-12 18:52:50.405000+00:00,1386.7099666666666,23.111832777777774,142.383,2,5,train,1,28,4.335851669311523,5.439786911010742,2.5176923274993896,8.414495468139648,16.37197470664978,0.513957272650925,0.48604272734907505,True,True,False,0.4628292189907837,-0.3345792312978615,0.03322621130608803,0.015378061428819471,0.0486042727349075,0.015378061428819471,4.426965399228636,4.426965399228636,-0.09111372991711253,4.083923142339252,0.2519285269722715,4.1580595106200855,0.17779215869143794
144,2026-05-12T18:55:12.452Z,2026-05-12 18:55:12.452000+00:00,1389.0774166666667,23.15129027777778,142.047,2,5,train,1,29,4.720697402954102,6.504141330718994,7.309062480926514,1.4453870058059692,15.258590817451477,0.09472611351192789,0.905273886488072,True,True,False,1.1237551752459445,0.050671704808542814,0.042626094431211244,0.047901294217595966,0.09052738864880722,0.047901294217595966,4.810969254626038,4.810969254626038,-0.09027185167193608,4.467926997736654,0.252770405217448,4.461773173214972,0.25892422973912943
145,2026-05-12T18:57:34.436Z,2026-05-12 18:57:34.436000+00:00,1391.4438166666666,23.190730277777778,141.984,2,6,train,2,0,5.1237382888793945,1.734874248504639,7.588912010192871,7.268160343170166,16.591946601867676,0.43805350376139857,0.5619464962386015,True,True,False,4.374329734119965,0.6409115167700762,0.01045612241971266,0.04573852720414749,0.05619464962386015,0.04573852720414749,5.401114052015454,5.401114052015454,-0.2773757631360594,5.05807179512607,0.06566649375332467,4.928526398103738,0.19521189077565637
146,2026-05-12T18:59:55.970Z,2026-05-12 18:59:55.970000+00:00,1393.8027166666666,23.230045277777776,141.534,2,6,train,2,1,4.657842636108398,5.649968624,6.021924018859863,7.69212532,19.36401796285986,0.3972380801728999,0.6027619198271001,True,True,False,1.0658331788392357,0.027689235479405452,0.029177666715847022,0.031098525266862995,0.06027619198271002,0.031098525266862995,4.788159098798391,4.788159098798391,-0.13031646268999264,4.445116841909007,0.21272579419939142,4.443732323172972,0.2141103129354267
147,2026-05-12T19:02:17.828Z,2026-05-12 19:02:17.828000+00:00,1396.1670166666665,23.269450277777775,141.858,2,6,train,2,2,4.601604461669922,1.4128093719482422,1.9532058238983157,5.430089950561523,8.796105146408081,0.6173289041205833,0.3826710958794167,True,True,False,1.3824977825599183,0.14066444339607492,0.01606176084110554,0.022205348746836138,0.038267109587941675,0.022205348746836138,4.901249402036155,4.901249402036155,-0.2996449403662327,4.5582071451467705,0.043397316523151375,4.533176920453804,0.06842754121611794
148,2026-05-12T19:04:40.691Z,2026-05-12 19:04:40.691000+00:00,1398.5480666666667,23.309134444444446,142.863,2,6,train,2,3,4.842546463012695,5.638144493103027,8.750115394592285,2.549004554748535,16.937264442443848,0.15049682688786925,0.8495031731121307,True,True,False,1.5519494765159068,0.1908775787601176,0.033288400923670705,0.051661916387542375,0.08495031731121308,0.051661916387542375,4.951117660438479,4.951117660438479,-0.1085711974257837,4.608075403549095,0.23447105946360036,4.572618377079087,0.26992808593360795
149,2026-05-12T19:07:02.830Z,2026-05-12 19:07:02.830000+00:00,1400.91705,23.3486175,142.139,2,6,train,2,4,4.651226043701172,8.275125503540039,8.169450759887695,8.868526458740234,25.31310272216797,0.35035319676452054,0.6496468032354795,True,True,False,0.9872298319092397,-0.005581729690678479,0.03269107542590222,0.032273604897645726,0.06496468032354795,0.032273604897645726,4.754888468495344,4.754888468495344,-0.1036624247941722,4.41184621160596,0.23937983209521185,4.417418147301686,0.23380789639948585
150,2026-05-12T19:09:24.292Z,2026-05-12 19:09:24.292000+00:00,1403.27475,23.387912500000002,141.462,2,6,train,2,5,4.418003082275391,6.378178596496582,3.656946897506714,2.137426376342773,12.17255187034607,0.1755939427582004,0.8244060572417996,True,True,False,0.5733528533546252,-0.24157802183556135,0.05239803998728205,0.030042565736897914,0.08244060572417997,0.030042565736897914,4.519110099270805,4.519110099270805,-0.10110701699541469,4.176067842381421,0.24193523989396937,4.230937956878268,0.1870651253971225
151,2026-05-12T19:11:46.284Z,2026-05-12 19:11:46.284000+00:00,1405.6412833333334,23.427354722222223,141.992,2,6,train,2,6,4.865151405334473,5.467805386,8.60830307,2.4208292961120605,16.49693775211206,0.1467441614006289,0.853255838599371,True,True,False,1.5743616427975038,0.19710450021562473,0.033144365749334125,0.052181218110602993,0.08532558385993712,0.052181218110602993,4.957340868507631,4.957340868507631,-0.0921894631731579,4.6142986116182465,0.25085279371622615,4.577540393588052,0.2876110117464208
152,2026-05-12T19:14:08.675Z,2026-05-12 19:14:08.675000+00:00,1408.0144666666667,23.46690777777778,142.391,2,6,train,2,7,4.662804604,9.544548034667969,9.349561691,3.549530267715454,22.44363999338342,0.15815305666825374,0.8418469433317463,True,True,False,0.9795709191299856,-0.00896411641057887,0.0425267382540523,0.04165795607912234,0.08418469433317463,0.04165795607912234,4.751401680690317,4.751401680690317,-0.08859707669031724,4.408359423800933,0.2544451801990668,4.4146604013049435,0.24814420269505622
153,2026-05-12T19:16:31.256Z,2026-05-12 19:16:31.256000+00:00,1410.3908166666665,23.50651361111111,142.581,2,6,train,2,8,4.850265502929688,6.158670425415039,9.249773979187012,4.070502758026123,19.478947162628174,0.20896934131202372,0.7910306586879763,True,True,False,1.501910857417518,0.17664415684887702,0.03161706007001709,0.04748600579878054,0.07910306586879763,0.04748600579878054,4.9369087474541455,4.9369087474541455,-0.08664324452445715,4.5938664905647615,0.2563990123649269,4.561380362295361,0.2888851406343278
154,2026-05-12T19:18:53.626Z,2026-05-12 19:18:53.626000+00:00,1412.76365,23.546060833333335,142.37,2,6,train,2,9,4.706361770629883,5.2391438484191895,6.073420524597168,6.661333560943604,17.97389793395996,0.37061151595601594,0.6293884840439841,True,True,False,1.1592391238560296,0.06417302997524449,0.029148623563285785,0.03379022484111263,0.06293884840439842,0.03379022484111263,4.824588644833719,4.824588644833719,-0.11822687420383637,4.481546387944335,0.22481538268554768,4.472544926738132,0.23381684389175117
155,2026-05-12T19:21:16.436Z,2026-05-12 19:21:16.436000+00:00,1415.1438166666667,23.585730277777778,142.81,2,6,train,2,10,4.304424285888672,7.571396827697754,3.112863779067993,9.827672958374023,20.51193356513977,0.47911977323660254,0.5208802267633974,True,True,False,0.41113467566255224,-0.3860158926825117,0.036912155568626724,0.015175867107713023,0.052088022676339746,0.015175867107713023,4.375682971949514,4.375682971949514,-0.07125868606084218,4.03264071506013,0.2717835708285419,4.1174995693674665,0.18692471652120535
156,2026-05-12T19:23:38.614Z,2026-05-12 19:23:38.614000+00:00,1417.51345,23.625224166666666,142.178,2,6,train,2,11,4.534890174865723,1.284639835357666,1.4684510231018066,7.350613594055176,10.103704452514648,0.727516687429008,0.272483312570992,True,True,False,1.1430838299459742,0.05807808126837246,0.012714542882714073,0.01453378837438513,0.027248331257099204,0.01453378837438513,4.819049495933523,4.819049495933523,-0.2841593210678006,4.476007239044139,0.05888293582158344,4.468163941556627,0.06672623330909566
157,2026-05-12T19:26:00.338Z,2026-05-12 19:26:00.338000+00:00,1419.8755166666667,23.664591944444446,141.724,2,6,train,2,12,4.798438072,4.216410636901856,6.546890735626221,8.233444213867188,18.996745586395264,0.4334134063343809,0.5665865936656191,True,True,False,1.5527165874993523,0.19109219254918736,0.022195436674803327,0.03446322269175859,0.05665865936656192,0.03446322269175859,4.95145192790175,4.95145192790175,-0.15301385590174998,4.608409671012366,0.19002840098763407,4.572882753579815,0.2255553184201844
158,2026-05-12T19:28:21.883Z,2026-05-12 19:28:21.883000+00:00,1422.2346,23.70391,141.545,2,6,train,2,13,4.378856658935547,2.320890426635742,1.4332921504974363,3.843435049057007,7.5976176261901855,0.5058737143875313,0.4941262856124688,True,True,False,0.6175613178667257,-0.2093199146851938,0.030547607695276306,0.01886502086597057,0.049412628561246875,0.01886502086597057,4.551725127419354,4.551725127419354,-0.17286846848380755,4.20868287052997,0.1701737884055765,4.25673360844635,0.12212305048919703
159,2026-05-12T19:30:44.037Z,2026-05-12 19:30:44.037000+00:00,1424.6038333333333,23.74339722222222,142.154,2,6,train,2,14,4.616490364074707,8.014825820922852,7.140639781951904,3.1232385635375977,18.278704166412354,0.17086761375987686,0.8291323862401232,True,True,False,0.8909288787425838,-0.05015696353041897,0.04384788849337758,0.03906535013063474,0.08291323862401231,0.03906535013063474,4.710252665806722,4.710252665806722,-0.09376230173201527,4.367210408917338,0.24927995515736878,4.382115108212679,0.23437525586202845
160,2026-05-12T19:33:06.234Z,2026-05-12 19:33:06.234000+00:00,1426.9737833333334,23.78289638888889,142.197,2,6,train,2,15,4.94068718,2.79406213760376,6.997148036956787,8.972794532775879,18.764004707336426,0.4781918717632628,0.5218081282367373,True,True,False,2.504292206957742,0.398685002040511,0.014890542723597414,0.037290270100076316,0.05218081282367373,0.037290270100076316,5.158968005198552,5.158968005198552,-0.2182808251985513,4.8159257483091675,0.12476143169083276,4.737009928339326,0.2036772516606744
161,2026-05-12T19:35:29.146Z,2026-05-12 19:35:29.146000+00:00,1429.3556500000002,23.82259416666667,142.912,2,6,train,2,16,4.740546226501465,5.081352233886719,6.269730567932129,4.455780982971191,15.806863784790039,0.2818889973138575,0.7181110026861425,True,True,False,1.2338704894575714,0.09126957731012683,0.0321464922015472,0.03966460806706704,0.07181110026861424,0.03966460806706704,4.8516137860663955,4.8516137860663955,-0.11106755956493064,4.508571529177011,0.23197469732445342,4.493919463765699,0.24662676273576611
162,2026-05-12T19:37:50.915Z,2026-05-12 19:37:50.915000+00:00,1431.7184666666665,23.861974444444442,141.769,2,6,train,2,17,4.420207977294922,1.2416582107543943,1.198929786682129,8.027692794799805,10.468280792236328,0.7668587568603857,0.23314124313961423,True,True,False,0.9655876120318934,-0.015208314638857598,0.01186114735931859,0.011452976954642834,0.023314124313961425,0.011452976954642834,4.746128911585434,4.746128911585434,-0.3259209342905125,4.40308665469605,0.017121322598871558,4.410490099381272,0.00971787791364953
163,2026-05-12T19:40:13.123Z,2026-05-12 19:40:13.123000+00:00,1434.0886,23.901476666666667,142.208,2,6,train,2,18,5.171705246,1.0721098184585571,6.397107124328613,3.045468807220459,10.51468575000763,0.2896395460243069,0.710360453975693,True,True,False,5.966839417184104,0.7757443500329254,0.010196308705258065,0.06083973669231125,0.07103604539756932,0.06083973669231125,5.535888998006595,5.535888998006595,-0.3641837520065945,5.192846741117211,-0.021141495117210418,5.035121662441999,0.13658358355800093
164,2026-05-12T19:42:34.937Z,2026-05-12 19:42:34.937000+00:00,1436.4521666666667,23.940869444444445,141.814,2,6,train,2,19,4.680447578430176,6.685596466064453,6.858957290649414,6.761167049407959,20.305720806121826,0.3329685813157435,0.6670314186842565,True,True,False,1.0259304948279375,0.011117939006611625,0.03292469412880365,0.03377844773962201,0.06670314186842566,0.03377844773962201,4.771558694896335,4.771558694896335,-0.0911111164661591,4.428516438006951,0.25193114042322495,4.4306028470003165,0.2498447314298593
165,2026-05-12T19:44:56.678Z,2026-05-12 19:44:56.678000+00:00,1438.8145166666666,23.980241944444444,141.741,2,6,train,2,20,4.238812446594238,2.4034652709960938,1.0337040424346924,1.552214503288269,4.989383816719055,0.3111034468999786,0.6888965531000214,True,True,False,0.4300890280833071,-0.3664416365057898,0.04817158509518269,0.02071807021481945,0.06888965531000214,0.02071807021481945,4.394765591484838,4.394765591484838,-0.1559531448905993,4.0517233345954535,0.18708911199878475,4.1325922622910305,0.10622018430320779
166,2026-05-12T19:47:19.249Z,2026-05-12 19:47:19.249000+00:00,1441.1906999999999,24.019844999999997,142.571,2,6,train,2,21,4.370586395263672,8.03917408,4.065876007080078,9.923268318,22.02831840508008,0.45047779569554147,0.5495222043044585,True,True,False,0.5057579257047358,-0.296057302698806,0.036494724346031064,0.01845749608441479,0.054952220430445856,0.01845749608441479,4.465156108406256,4.465156108406256,-0.094569713142584,4.122113851516872,0.24847254374680006,4.1882650411073445,0.18232135415632733
167,2026-05-12T19:49:41.611Z,2026-05-12 19:49:41.611000+00:00,1443.5634,24.05939,142.362,2,6,train,2,22,4.828210830688477,5.967372417449951,9.666806221,6.792750358581543,22.426928997031496,0.3028836609542329,0.697116339045767,True,True,False,1.6199435102679471,0.20949987034098708,0.02660806755235999,0.04310356635221671,0.0697116339045767,0.04310356635221671,4.969782863440705,4.969782863440705,-0.14157203275222852,4.626740606551321,0.20147022413715554,4.587380929817044,0.2408299008714323
