acid_flow,acetate_flow,water_flow,total_flow,flow_ratio_acetate_acid,log10_flow_ratio_acetate_acid,water_fraction,buffer_flow_fraction,acid_analytical_mol_l,acetate_analytical_mol_l,total_buffer_mol_l,sodium_mol_l,ph_equilibrium_charge_balance,ph_equilibrium_affine,target_ph_requested,target_ph_used,hh_ratio,ph_henderson_hasselbalch,ph_eq_minus_target,ph_affine_minus_target,allocation_model
10.0,1.0,1.0,12.0,0.1,-1.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.008333333333333333,0.09166666666666666,0.008333333333333333,3.7696550220175356,3.6381841517703415,3.76,3.76,0.1,3.76,0.009655022017535764,-0.1218158482296583,simple_henderson_hasselbalch
8.991173716432767,1.008826283567233,1.0,11.0,0.1122018454301963,-0.9500000000000002,0.09090909090909091,0.9090909090909091,0.08173794287666153,0.009171148032429391,0.09090909090909093,0.009171148032429391,3.81795097312253,3.6763820500269135,3.8099999999999996,3.8099999999999996,0.1122018454301963,3.8099999999999996,0.007950973122530236,-0.13361794997308607,simple_henderson_hasselbalch
8.88184230221883,1.1181576977811698,1.0,11.0,0.12589254117941676,-0.8999999999999999,0.09090909090909091,0.9090909090909091,0.0807440209292621,0.010165069979828816,0.09090909090909091,0.010165069979828816,3.8665034448682394,3.7147828338072317,3.86,3.86,0.12589254117941676,3.86,0.006503444868239505,-0.14521716619276814,simple_henderson_hasselbalch
8.762293189310647,1.237706810689354,1.0,11.0,0.1412537544622754,-0.8500000000000001,0.09090909090909091,0.9090909090909091,0.07965721081191497,0.011251880097175947,0.09090909090909091,0.011251880097175947,3.915328545430516,3.7533992432778773,3.9099999999999997,3.9099999999999997,0.1412537544622754,3.9099999999999997,0.005328545430516307,-0.15660075672212237,simple_henderson_hasselbalch
8.6319311139679,1.3680688860321006,1.0,11.0,0.15848931924611143,-0.7999999999999998,0.09090909090909091,0.9090909090909091,0.07847210103607181,0.012436989873019099,0.09090909090909091,0.012436989873019099,3.964375193215873,3.7921908773396664,3.96,3.96,0.15848931924611143,3.96,0.004375193215873097,-0.16780912266033354,simple_henderson_hasselbalch
8.490204427886766,1.509795572113233,1.0,11.0,0.1778279410038923,-0.75,0.09090909090909091,0.9090909090909091,0.07718367661715243,0.013725414291938482,0.09090909090909091,0.013725414291938482,4.013601491547444,3.8311245993638834,4.01,4.01,0.1778279410038923,4.01,0.003601491547444269,-0.1788754006361164,simple_henderson_hasselbalch
8.33662469183438,1.6633753081656182,1.0,10.999999999999998,0.1995262314968879,-0.7000000000000002,0.09090909090909093,0.9090909090909091,0.07578749719849438,0.015121593710596532,0.09090909090909091,0.015121593710596532,4.062973248243415,3.870173366307535,4.06,4.06,0.1995262314968879,4.06,0.00297324824341505,-0.18982663369246477,simple_henderson_hasselbalch
8.170788341999744,1.8292116580002569,1.0,11.0,0.22387211385683378,-0.6500000000000004,0.09090909090909091,0.9090909090909091,0.07427989401817948,0.016629196890911427,0.09090909090909091,0.016629196890911427,4.112462664702957,3.9093151918943025,4.109999999999999,4.109999999999999,0.22387211385683378,4.109999999999999,0.002462664702957973,-0.2006848081056969,simple_henderson_hasselbalch
7.992399910868981,2.007600089131019,1.0,11.0,0.25118864315095824,-0.5999999999999996,0.09090909090909091,0.9090909090909091,0.07265818100789984,0.018250909901191083,0.09090909090909091,0.018250909901191083,4.1620472091764515,3.9485322554692477,4.16,4.16,0.25118864315095824,4.16,0.0020472091764514033,-0.21146774453075246,simple_henderson_hasselbalch
7.801296039931585,2.1987039600684164,1.0,11.000000000000002,0.2818382931264455,-0.5499999999999998,0.0909090909090909,0.9090909090909091,0.07092087309028713,0.019988217818803784,0.09090909090909091,0.019988217818803784,4.211708658691947,3.987810144245945,4.21,4.21,0.2818382931264455,4.21,0.0017086586919470292,-0.22218985575405492,simple_henderson_hasselbalch
7.597469266479578,2.4025307335204213,1.0,11.0,0.31622776601683794,-0.5,0.09090909090909091,0.9090909090909091,0.06906790242254163,0.021841188486549288,0.09090909090909091,0.021841188486549288,4.261432298530043,4.0271372201607125,4.26,4.26,0.31622776601683794,4.26,0.001432298530042786,-0.23286277983928727,simple_henderson_hasselbalch
7.3810903254041875,2.618909674595813,1.0,11.0,0.3548133892335753,-0.4500000000000002,0.09090909090909091,0.9090909090909091,0.06710082114003807,0.023808269769052846,0.09090909090909091,0.023808269769052846,4.311206259650212,4.066504095834441,4.31,4.31,0.3548133892335753,4.31,0.0012062596502122602,-0.24349590416555866,simple_henderson_hasselbalch
7.152527510491987,2.8474724895080126,1.0,11.0,0.3981071705534969,-0.40000000000000036,0.09090909090909091,0.9090909090909091,0.06502297736810898,0.025886113540981935,0.09090909090909091,0.025886113540981935,4.361020974825691,4.105903204422579,4.359999999999999,4.359999999999999,0.3981071705534969,4.359999999999999,0.001020974825691745,-0.2540967955774205,simple_henderson_hasselbalch
6.912361524147628,3.0876384758523714,1.0,11.0,0.4466835921509635,-0.34999999999999964,0.09090909090909091,0.9090909090909091,0.0628396502195239,0.028069440689567016,0.09090909090909091,0.028069440689567016,4.4108687331671685,4.1453284472821,4.41,4.41,0.4466835921509635,4.41,0.0008687331671684007,-0.26467155271789977,simple_henderson_hasselbalch
6.66139424583122,3.33860575416878,1.0,11.0,0.5011872336272725,-0.2999999999999998,0.09090909090909091,0.9090909090909091,0.06055812950755655,0.030350961401534367,0.09090909090909091,0.030350961401534367,4.460743321767943,4.1847749105439815,4.46,4.46,0.5011872336272725,4.46,0.000743321767942895,-0.2752250894560184,simple_henderson_hasselbalch
6.400649998028851,3.5993500019711493,1.0,11.0,0.5623413251903491,-0.25,0.09090909090909091,0.9090909090909091,0.05818772725480774,0.03272136365428318,0.09090909090909091,0.03272136365428318,4.510639727380487,4.224238629165303,4.51,4.51,0.5623413251903491,4.51,0.0006397273804870096,-0.2857613708346971,simple_henderson_hasselbalch
6.131368201531431,3.8686317984685687,1.0,11.0,0.630957344480193,-0.20000000000000015,0.09090909090909091,0.9090909090909091,0.055739710923013004,0.0351693799860779,0.09090909090909091,0.0351693799860779,4.56055391093391,4.263716408592166,4.56,4.56,0.630957344480193,4.56,0.0005539109339105508,-0.29628359140783367,simple_henderson_hasselbalch
5.854986786718097,4.145013213281903,1.0,11.0,0.7079457843841372,-0.1500000000000004,0.09090909090909091,0.9090909090909091,0.053227152606528154,0.03768193830256275,0.09090909090909091,0.03768193830256275,4.6104826075344105,4.303205666577437,4.609999999999999,4.609999999999999,0.7079457843841372,4.609999999999999,0.0004826075344110947,-0.30679433342256246,simple_henderson_hasselbalch
5.573116337622925,4.426883662377074,1.0,11.0,0.7943282347242822,-0.09999999999999964,0.09090909090909091,0.9090909090909091,0.050664693978390234,0.04024439693070068,0.09090909090909091,0.04024439693070068,4.66042317917517,4.342704316687084,4.66,4.66,0.7943282347242822,4.66,0.00042317917516943027,-0.31729568331291613,simple_henderson_hasselbalch
5.287505638922685,4.712494361077314,1.0,11.0,0.8912509381337459,-0.04999999999999982,0.09090909090909091,0.9090909090909091,0.04806823308111532,0.04284085782797559,0.09090909090909091,0.04284085782797559,4.710373488992121,4.382210668847418,4.71,4.71,0.8912509381337459,4.71,0.0003734889921211959,-0.3277893311525819,simple_henderson_hasselbalch
5.0,5.0,1.0,11.0,1.0,0.0,0.09090909090909091,0.9090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,4.760331811019136,4.421723357969294,4.76,4.76,1.0,4.76,0.00033181101913637434,-0.3382766420307055,simple_henderson_hasselbalch
4.712494361077315,5.287505638922686,1.0,11.0,1.122018454301963,0.049999999999999795,0.09090909090909091,0.9090909090909091,0.042840857827975594,0.048068233081115325,0.09090909090909091,0.048068233081115325,4.810296733182766,4.461241267225387,4.81,4.81,1.122018454301963,4.81,0.0002967331827665731,-0.34875873277461267,simple_henderson_hasselbalch
4.426883662377074,5.573116337622925,1.0,11.0,1.2589254117941662,0.09999999999999964,0.09090909090909091,0.9090909090909091,0.04024439693070068,0.050664693978390234,0.09090909090909091,0.050664693978390234,4.8602671254022445,4.500763502820066,4.859999999999999,4.859999999999999,1.2589254117941662,4.859999999999999,0.00026712540224504977,-0.3592364971799338,simple_henderson_hasselbalch
4.145013213281903,5.854986786718097,1.0,11.0,1.4125375446227555,0.15000000000000036,0.09090909090909091,0.9090909090909091,0.03768193830256275,0.053227152606528154,0.09090909090909091,0.053227152606528154,4.910242028631937,4.540289306231616,4.91,4.91,1.4125375446227555,4.91,0.00024202863193689694,-0.3697106937683845,simple_henderson_hasselbalch
3.868631798468569,6.131368201531432,1.0,11.0,1.584893192461114,0.20000000000000015,0.09090909090909091,0.9090909090909091,0.0351693799860779,0.05573971092301302,0.09090909090909091,0.05573971092301302,4.960220714104005,4.579818101068039,4.96,4.96,1.584893192461114,4.96,0.00022071410400492653,-0.3801818989319612,simple_henderson_hasselbalch
3.5993500019711493,6.400649998028851,1.0,11.0,1.7782794100389228,0.25,0.09090909090909091,0.9090909090909091,0.03272136365428318,0.05818772725480774,0.09090909090909091,0.05818772725480774,5.0102025380925586,4.619349378198126,5.01,5.01,1.7782794100389228,5.01,0.0002025380925587683,-0.39065062180187393,simple_henderson_hasselbalch
3.33860575416878,6.66139424583122,1.0,11.0,1.9952623149688788,0.2999999999999998,0.09090909090909091,0.9090909090909091,0.030350961401534367,0.06055812950755655,0.09090909090909091,0.06055812950755655,5.060186996660282,4.658882739051274,5.06,5.06,1.9952623149688788,5.06,0.0001869966602825457,-0.4011172609487259,simple_henderson_hasselbalch
3.087638475852372,6.912361524147628,1.0,11.0,2.2387211385683377,0.34999999999999964,0.09090909090909091,0.9090909090909091,0.02806944068956702,0.0628396502195239,0.09090909090909091,0.0628396502195239,5.110173677443109,4.69841785748336,5.109999999999999,5.109999999999999,2.2387211385683377,5.109999999999999,0.00017367744310980981,-0.4115821425166395,simple_henderson_hasselbalch
2.847472489508012,7.152527510491987,1.0,11.0,2.5118864315095824,0.4000000000000004,0.09090909090909091,0.9090909090909091,0.025886113540981928,0.06502297736810898,0.09090909090909091,0.06502297736810898,5.160162195815422,4.737954429288961,5.16,5.16,2.5118864315095824,5.16,0.00016219581542209482,-0.4220455707110391,simple_henderson_hasselbalch
2.618909674595813,7.3810903254041875,1.0,11.0,2.818382931264455,0.4500000000000002,0.09090909090909091,0.9090909090909091,0.023808269769052846,0.06710082114003807,0.09090909090909091,0.06710082114003807,5.210152301821851,4.777492256775111,5.21,5.21,2.818382931264455,5.21,0.0001523018218509975,-0.43250774322488894,simple_henderson_hasselbalch
2.402530733520421,7.597469266479577,1.0,10.999999999999998,3.1622776601683795,0.5,0.09090909090909093,0.9090909090909091,0.021841188486549284,0.06906790242254163,0.09090909090909091,0.06906790242254163,5.260143708372835,4.817031112878929,5.26,5.26,3.1622776601683795,5.26,0.00014370837283550486,-0.4429688871210704,simple_henderson_hasselbalch
2.198703960068416,7.801296039931583,1.0,11.0,3.5481338923357533,0.5499999999999998,0.09090909090909091,0.9090909090909091,0.01998821781880378,0.07092087309028712,0.0909090909090909,0.07092087309028712,5.310136321456564,4.856570923245248,5.31,5.31,3.5481338923357533,5.31,0.00013632145656394812,-0.45342907675475175,simple_henderson_hasselbalch
2.0076000891310186,7.99239991086898,1.0,10.999999999999998,3.981071705534969,0.5999999999999996,0.09090909090909093,0.9090909090909091,0.018250909901191083,0.07265818100789984,0.09090909090909091,0.07265818100789984,5.360129868391829,4.896111472206938,5.359999999999999,5.359999999999999,3.981071705534969,5.359999999999999,0.0001298683918298238,-0.46388852779306156,simple_henderson_hasselbalch
1.8292116580002566,8.170788341999742,1.0,10.999999999999998,4.4668359215096345,0.6500000000000004,0.09090909090909093,0.9090909090909091,0.016629196890911427,0.0742798940181795,0.09090909090909093,0.0742798940181795,5.4101242445089355,4.935652676979371,5.41,5.41,4.4668359215096345,5.41,0.0001242445089353339,-0.47434732302062876,simple_henderson_hasselbalch
1.6633753081656184,8.33662469183438,1.0,10.999999999999998,5.011872336272724,0.7000000000000001,0.09090909090909093,0.9090909090909091,0.015121593710596536,0.07578749719849438,0.09090909090909091,0.07578749719849438,5.4601193324156325,4.975194444715485,5.46,5.46,5.011872336272724,5.46,0.00011933241563255592,-0.48480555528451497,simple_henderson_hasselbalch
1.509795572113233,8.490204427886768,1.0,11.000000000000002,5.623413251903491,0.75,0.0909090909090909,0.9090909090909091,0.01372541429193848,0.07718367661715243,0.09090909090909091,0.07718367661715243,5.510115035913483,5.014736699330679,5.51,5.51,5.623413251903491,5.51,0.00011503591348294151,-0.495263300669321,simple_henderson_hasselbalch
1.3680688860321006,8.6319311139679,1.0,11.0,6.30957344480193,0.7999999999999998,0.09090909090909091,0.9090909090909091,0.012436989873019099,0.07847210103607181,0.09090909090909091,0.07847210103607181,5.560111258271123,5.054279364318854,5.56,5.56,6.30957344480193,5.56,0.00011125827112312692,-0.5057206356811452,simple_henderson_hasselbalch
1.2377068106893552,8.762293189310645,1.0,11.0,7.079457843841373,0.8499999999999996,0.09090909090909091,0.9090909090909091,0.011251880097175955,0.07965721081191496,0.09090909090909091,0.07965721081191496,5.6101079325565495,5.093822386742616,5.609999999999999,5.609999999999999,7.079457843841373,5.609999999999999,0.00010793255655006107,-0.5161776132573834,simple_henderson_hasselbalch
1.1181576977811687,8.88184230221883,1.0,10.999999999999998,7.943282347242821,0.9000000000000004,0.09090909090909093,0.9090909090909091,0.010165069979828809,0.08074402092926211,0.09090909090909093,0.08074402092926211,5.6601049599261,5.133365688425221,5.66,5.66,7.943282347242821,5.66,0.00010495992609982352,-0.5266343115747789,simple_henderson_hasselbalch
