acid_flow,acetate_flow,water_flow,total_flow,flow_ratio_acetate_acid,log10_flow_ratio_acetate_acid,water_fraction,buffer_flow_fraction,acid_analytical_mol_l,acetate_analytical_mol_l,total_buffer_mol_l,sodium_mol_l,ph_equilibrium_charge_balance,ph_equilibrium_affine
1.0,10.0,4.0,15.0,10.0,1.0,0.26666666666666666,0.7333333333333333,0.006666666666666667,0.06666666666666667,0.07333333333333333,0.06666666666666667,5.760124094817531,5.212472128010344
1.0,10.0,5.0,16.0,10.0,1.0,0.3125,0.6875,0.00625,0.0625,0.06875,0.0625,5.760132366299145,5.212478670033141
1.0,10.0,6.0,17.0,10.0,1.0,0.35294117647058826,0.6470588235294118,0.0058823529411764705,0.058823529411764705,0.06470588235294117,0.058823529411764705,5.7601406375924995,5.21248521190704
1.0,10.0,7.0,18.0,10.0,1.0,0.3888888888888889,0.6111111111111112,0.005555555555555556,0.05555555555555555,0.06111111111111111,0.05555555555555555,5.760148908697599,5.2124917536320465
1.0,10.0,8.0,19.0,10.0,1.0,0.42105263157894735,0.5789473684210527,0.005263157894736842,0.05263157894736842,0.05789473684210526,0.05263157894736842,5.76015717961445,5.2124982952081655
1.0,10.0,9.0,20.0,10.0,1.0,0.45,0.55,0.005,0.05,0.055,0.05,5.760165450343065,5.212504836635405
1.0,10.0,10.0,21.0,10.0,1.0,0.47619047619047616,0.5238095238095238,0.004761904761904762,0.047619047619047616,0.052380952380952375,0.047619047619047616,5.76017372088345,5.2125113779137715
2.0,1.0,1.0,4.0,0.5,-0.3010299956639812,0.25,0.75,0.05,0.025,0.07500000000000001,0.025,4.45987346701578,4.18408693106411
2.0,1.0,2.0,5.0,0.5,-0.3010299956639812,0.4,0.6,0.04,0.02,0.06,0.02,4.460098644269269,4.184265026693695
2.0,1.0,3.0,6.0,0.5,-0.3010299956639812,0.5,0.5,0.03333333333333333,0.016666666666666666,0.05,0.016666666666666666,4.460323554470128,4.184442911107869
2.0,1.0,4.0,7.0,0.5,-0.3010299956639812,0.5714285714285714,0.42857142857142855,0.028571428571428574,0.014285714285714287,0.04285714285714286,0.014285714285714287,4.46054819385419,4.1846205813295025
2.0,1.0,5.0,8.0,0.5,-0.3010299956639812,0.625,0.375,0.025,0.0125,0.037500000000000006,0.0125,4.460772563178839,4.18479803795762
2.0,1.0,6.0,9.0,0.5,-0.3010299956639812,0.6666666666666666,0.3333333333333333,0.022222222222222223,0.011111111111111112,0.03333333333333333,0.011111111111111112,4.460996663198816,4.184975281589157
2.0,1.0,7.0,10.0,0.5,-0.3010299956639812,0.7,0.3,0.02,0.01,0.03,0.01,4.461220494665693,4.185152312818541
2.0,1.0,8.0,11.0,0.5,-0.3010299956639812,0.7272727272727273,0.2727272727272727,0.018181818181818184,0.009090909090909092,0.027272727272727275,0.009090909090909092,4.461444058327655,4.185329132237522
