scope,steps,mae,rmse,max_abs_error,iae,ise,mean_reward,total_reward,mean_ph,mean_target_ph,train_updates
all_steps,18,0.45596697754111865,0.6685604671275531,1.673577032459984,8.207405595740136,8.045515767704618,-0.446973098205812,-8.045515767704616,4.798135123834044,4.34333332379659,9
td3_training_steps,12,0.6830765831839294,0.8188150565299986,1.673577032459984,8.196918998207153,8.045497161602698,-0.6704580968002248,-8.045497161602698,4.818076454437897,4.134999871253967,9
td3_eval_steps,6,0.0017477662554971666,0.0017609704671328465,0.0018892882317693,0.010486597532983,1.8606101916684454e-05,-3.101016986114253e-06,-1.8606101916685518e-05,4.758252462626339,4.760000228881836,0
