cycle,target_ph,is_test,steps,mean_ph,mean_abs_error,rmse,max_abs_error,reward_sum,train_updates
0,3.859999895095825,False,6,4.918903472424449,1.0589035773286242,1.1018122694124448,1.673577032459984,-7.283941662166811,3
1,4.409999847412109,False,6,4.717249436451344,0.3072495890392346,0.3562666369064721,0.6605780230911407,-0.7615554994358885,6
2,4.760000228881836,True,6,4.758252462626339,0.0017477662554972,0.0017609704671328,0.0018892882317693,-1.860610191668552e-05,0
