best_v_tube_ml,max_search_volume_ml,transport_intercept,transport_slope,transport_n_train,static_train_rmse,static_test_rmse,transport_train_rmse,transport_test_rmse,train_rmse_improvement_vs_static,test_rmse_improvement_vs_static,median_total_flow_ml_min,median_theta_transport_s,min_theta_transport_s,max_theta_transport_s,dynamic_tau_s,dynamic_train_rmse,dynamic_test_rmse,optimizer_success,dynamic_optimizer_success,near_zero_volume_threshold_ml,minimum_improvement_threshold_ph,identifiability,physical_interpretation
1.0122954843494305,60.0,0.9223413934473431,0.7793133514852626,197,0.09518298287735057,0.2914055938403278,0.09453635094233614,0.2904347834069726,0.0006466319350144217,0.0009708104333552292,16.391634941101074,3.7054100630724456,2.113682529271708,12.173392806029115,4.368517870302668,0.09453635094233616,0.29043478340697276,True,True,0.5,0.005,weak_non_identifiable_small_rmse_gain,effective_delay_volume_not_hardware_geometry
