best_v_tube_ml,max_search_volume_ml,transport_intercept,transport_slope,transport_n_train,static_train_rmse,static_test_rmse,transport_train_rmse,transport_test_rmse,train_rmse_improvement_vs_static,test_rmse_improvement_vs_static,median_total_flow_ml_min,median_theta_transport_s,min_theta_transport_s,max_theta_transport_s,dynamic_tau_s,dynamic_train_rmse,dynamic_test_rmse,optimizer_success,dynamic_optimizer_success,near_zero_volume_threshold_ml,minimum_improvement_threshold_ph,identifiability,physical_interpretation
0.0,60.0,0.6567147801378311,0.7909130554967375,731,0.14996915027754706,0.0974539226958672,0.14996915027754706,0.0974539226958672,0.0,0.0,16.36063802242279,0.0,0.0,0.0,1.7114648253499822,0.14996915027754706,0.0974539226958672,True,True,0.5,0.005,weak_non_identifiable_near_zero_volume,effective_delay_volume_not_hardware_geometry
