candidate_type,v_tube_ml,split,n,intercept,slope,mean_error,mae,rmse,max_abs,correlation
grid,0.0,test,259,0.6567147801378311,0.7909130554967375,-0.08046241320824936,0.08223444212896694,0.0974539226958672,0.24696908929194894,0.9831581624220553
grid,0.0,train,731,0.6567147801378311,0.7909130554967375,1.9440293728046516e-15,0.12232450023004991,0.14996915027754706,0.6948798929359072,0.8846034064270263
grid,0.5,test,233,0.5756490353048095,0.8084330107054943,-0.08533048369825283,0.08609899765356364,0.10150843137750361,0.26145146028757615,0.9829317582035665
grid,0.5,train,676,0.5756490353048095,0.8084330107054943,-1.4767937037617467e-15,0.12443010418616499,0.15090887163253655,0.6969274589959213,0.8826957093878038
grid,1.0,test,233,0.4974066615156099,0.8247968231818423,-0.08618040352494138,0.08691466677980403,0.10352534405444276,0.27320023326243437,0.9817588724275009
grid,1.0,train,676,0.4974066615156099,0.8247968231818423,-7.410245986847199e-16,0.1250197364889421,0.1517058133839004,0.7005361275043742,0.8813699450845395
grid,1.5,test,233,0.4234580411090773,0.840261835994033,-0.08698763671879563,0.08815669659817259,0.1066260125505289,0.2849625895583934,0.9791116342488546
grid,1.5,train,676,0.4234580411090773,0.840261835994033,7.147471306462546e-16,0.12586944479247503,0.15302018078179136,0.7032153458800261,0.879163737216539
grid,2.0,test,233,0.35504114101651363,0.8545690378666104,-0.08773923276726539,0.09019166599684066,0.11086338280371888,0.2966353827784092,0.9747291829288968
grid,2.0,train,676,0.35504114101651363,0.8545690378666104,3.573735653231273e-16,0.127225002029958,0.15489651491421097,0.7048160855860086,0.8759714840850535
grid,2.5,test,233,0.2935147245361373,0.867434152441132,-0.08842093606235944,0.09323789694165534,0.11624994138906827,0.3184628204717268,0.968328040717566
grid,2.5,train,676,0.2935147245361373,0.867434152441132,1.4452607421155885e-15,0.129057871970475,0.15737131585081282,0.7051824385629475,0.871683270959517
grid,3.0,test,233,0.24034201113726877,0.8785510586364298,-0.08901734878811153,0.0973425055075821,0.12275780799706046,0.3593389260393125,0.9596079564566211
grid,3.0,train,676,0.24034201113726877,0.8785510586364298,1.5819035759156077e-15,0.13143665775122487,0.16047037247711915,0.7041550728885233,0.8661867540938839
grid,3.5,test,233,0.19706467102353303,0.8875972331429003,-0.08951219520459987,0.10228298102360198,0.13032271670842066,0.4016585023680599,0.9482612098557632
grid,3.5,train,676,0.19706467102353303,0.8875972331429003,6.306592329231658e-16,0.13420925885523813,0.16420644305533447,0.7015757988056834,0.8593696224066592
grid,4.0,test,233,0.1617133007862151,0.894833566612444,-0.08919526049882669,0.10758426110299538,0.13837368877407658,0.44435984934929307,0.9339858587620157
grid,4.0,train,675,0.1617133007862151,0.894833566612444,-8.210716057672268e-16,0.13683144837088052,0.16765231886814233,0.6983932027412885,0.8527250572414252
grid,4.5,test,233,0.13961254137172804,0.899430037359569,-0.08938242791383685,0.11395893900743477,0.14771372646698602,0.4885815116751506,0.9165030217074998
grid,4.5,train,675,0.13961254137172804,0.899430037359569,-9.158106372019069e-16,0.14056284029120722,0.1724098214201965,0.6927812831017732,0.8434656466295263
grid,5.0,test,233,0.13126247245017023,0.9011493164084277,-0.0894268741172598,0.12062270342885159,0.15777202801693896,0.5332971565655256,0.8955776567943563
grid,5.0,train,675,0.13126247245017023,0.9011493164084277,-1.526351062003178e-16,0.14464940816339714,0.17773994037073082,0.6853040094669138,0.8326561399662258
grid,5.5,test,233,0.13803031258933426,0.8997053984814236,-0.08931374822856024,0.1278650923771342,0.16840096324441858,0.5780657674600529,0.8710414568154782
grid,5.5,train,675,0.13803031258933426,0.8997053984814236,-3.484291044986565e-15,0.1490387836810837,0.1836000157627817,0.6758704106687485,0.8202195964205882
grid,6.0,test,233,0.16104916483713627,0.8948564206675171,-0.0890071455012856,0.13544849020014024,0.17943210373729684,0.6223699672822343,0.8428155577295867
grid,6.0,train,675,0.16104916483713627,0.8948564206675171,-7.473856924291424e-16,0.15366273155106447,0.18992006915888168,0.6644501036358368,0.8061285941557598
grid,6.5,test,233,0.20097095883067478,0.8864661175911829,-0.0885794144050864,0.14342460883572974,0.19059096165970466,0.6656821200821743,0.8113807641470349
grid,6.5,train,675,0.20097095883067478,0.8864661175911829,-4.263256414560601e-15,0.15856186488144422,0.19661762150260992,0.6610515064749825,0.790386751207444
grid,7.0,test,233,0.25859901486020437,0.8743718647174655,-0.08805548230905647,0.15167370887251508,0.20169090305982182,0.7074678772399898,0.7770926335592634
