scope,steps,mae,rmse,max_abs_error,iae,ise,mean_reward,total_reward,squared_error_cost_sum,absolute_error_cost_sum,move_cost_sum,total_cost_sum,mean_ph,mean_target_ph,train_updates
all_steps,25000,0.02842130442123089,0.053323067449942786,0.5516684714110944,710.5326105307722,71.0837380567787,-0.03155544466169895,-788.8861165424737,71.08373805677796,710.5326105307722,726.9767954922855,788.8861165424737,4.757311917983308,4.760007843017578,24737
td3_training_steps,24800,0.028522618915263507,0.05351795855797408,0.5516684714110944,707.360949098535,71.03146282768317,-0.0316793557549755,-785.6480227233924,71.03146282768246,707.360949098535,725.5610797174119,785.6480227233924,4.755407299331067,4.75825285527014,24737
td3_eval_steps,200,0.015858307161185553,0.016167131640386603,0.060054486706127,3.1716614322371104,0.052275229095517926,-0.01619046909540683,-3.2380938190813664,0.052275229095508996,3.1716614322371104,1.4157157748738207,3.2380938190813664,4.993484630861137,4.977626323699951,0
