cycle_group,cycles,mean_cycle_mae,mean_cycle_rmse,max_cycle_abs_error,mean_move_cost_sum
cycles_0_24,25,0.0840367855994194,0.09744626138815918,0.5516684714110944,22.476136217442573
cycles_25_49,25,0.014104535967330932,0.016167779401981074,0.0749550505397227,1.016119164727974
cycles_50_74,25,0.012476063777457864,0.014972897601475195,0.1077831873388532,1.3421272844422856
cycles_75_99,25,0.01548163029808351,0.017871507170239043,0.1002171169248935,1.4680696637271893
cycles_100_123,24,0.016013723101474264,0.01959185723332641,0.1457123523723922,2.8333238107880088
evaluation_cycles,1,0.0158583071611855,0.0161671316403866,0.060054486706127,1.4157157748738207
