total_steps,setpoint_cycles,steps_per_cycle,setpoint_strategy,setpoint_min,setpoint_max,warm_start_steps,td3_train_steps,batch_size,overall_mae,overall_rmse,eval_mae,eval_rmse,overall_squared_error_cost,overall_absolute_error_cost,overall_move_cost,mean_exploration_sigma,mean_exploration_magnitude,mean_action_saturation_fraction,fixed_buffer_flow_sum,fixed_water_flow,reward_squared_weight,reward_absolute_weight,move_penalty_weight,reward_definition,plant_model
25000,125,200,admissible_random,4.4589700043360185,5.061029995663981,0,24737,64,0.0284213044212309,0.0533230674499428,0.0158583071611855,0.0161671316403866,71.08373805677874,710.5326105307734,726.9767954922866,0.0617536,0.049461846823576,0.00016,15.0,5.0,1.0,1.0,0.01,-(q2*(target_pH - pH)^2 + q1*abs(target_pH - pH) + r_move*mean((action_t - action_t_minus_1)^2)),ideal Henderson-Hasselbalch
