cycle,target_ph,is_test,steps,mean_ph,mean_abs_error,rmse,max_abs_error,reward_sum,squared_error_cost_sum,absolute_error_cost_sum,move_cost_sum,total_cost_sum,train_updates
0,4.856581687927246,False,200,4.748715209904318,0.1290852711696658,0.1550900250823184,0.3792983379160199,-31.20340868457057,4.81058317600683,25.81705423393317,57.57712746305651,31.20340868457057,137
1,4.829573631286621,False,200,4.69289588564204,0.1425668453367156,0.1692718051462177,0.3706036269506025,-34.59442886486375,5.730588803491821,28.513369067343127,35.04709940288012,34.59442886486375,200
2,5.03701639175415,False,200,4.771248079993261,0.2657683117608891,0.2809302876978373,0.5516684714110944,-69.30773949673299,15.784365309197932,53.15366235217784,36.97118353572263,69.30773949673299,200
3,4.782139778137207,False,200,4.813906955258454,0.0830692739146977,0.102749396332784,0.278890217526774,-19.1936157458086,2.1114876893503087,16.613854782939548,46.82732735187392,19.1936157458086,200
4,4.652917861938477,False,200,4.785659852078556,0.1361446220284511,0.1572845099380155,0.3293026177601037,-32.526241665059246,4.947683413288342,27.228924405690236,34.96338460806692,32.526241665059246,200
5,4.645994186401367,False,200,4.775575790260535,0.1324239790667734,0.1538023622736199,0.3657138119366765,-31.620712419237883,4.731033328189166,26.48479581335468,40.48832776940367,31.620712419237883,200
6,4.859607696533203,False,200,4.783624415388808,0.0969852657161911,0.1186514806362487,0.3121702236522097,-22.709194918969803,2.8156347714348238,19.397053143238224,49.65070042967557,22.709194918969803,200
7,4.634143352508545,False,200,4.737456530767142,0.1133281511895804,0.1363496566572188,0.3491100245739016,-26.854065858199263,3.71824577410829,22.665630237916083,47.01898461748897,26.854065858199263,200
8,4.68795108795166,False,200,4.727456066354187,0.0713853999909873,0.0898111445600632,0.2397080489110816,-16.268222366024435,1.6132083374377142,14.27707999819746,37.79340303892605,16.268222366024435,200
9,4.845215320587158,False,200,4.762394844383705,0.0927760476835614,0.11049681895937,0.2966175618430506,-21.31604987142684,2.4419094000279613,18.55520953671229,31.893093468658947,21.31604987142684,200
10,4.720615863800049,False,200,4.740876423113689,0.0570177673446633,0.0721137675945867,0.237912000506415,-12.722076202089864,1.040079095337215,11.403553468932676,27.844363781997345,12.722076202089864,200
11,4.769345283508301,False,200,4.765365349010738,0.049787000081386,0.062021403724327,0.1722284755797343,-10.946891880207932,0.7693309039871926,9.957400016277209,22.01609599435324,10.946891880207932,200
12,4.816023349761963,False,200,4.786935934766871,0.0497568077639592,0.0640803660816204,0.2186382422569659,-10.930867505053971,0.8212586634308979,9.951361552791855,15.82472888312202,10.930867505053971,200
13,4.755848407745361,False,200,4.769362085693114,0.0432300289437692,0.0539275509130151,0.136447102793805,-9.35010110354597,0.5816361494951673,8.646005788753843,12.245916529695933,9.35010110354597,200
14,5.016491889953613,False,200,4.879516741357191,0.1369751485964216,0.1458819706372357,0.2885005448252,-31.79674131603135,4.256309871400661,27.395029719284334,14.54017253463542,31.79674131603135,200
15,4.596862316131592,False,200,4.700420953413732,0.1041649511559339,0.1147609368229146,0.2322652725572229,-23.57893693435865,2.6340145240946,20.832990231186784,11.19321790772684,23.57893693435865,200
16,4.743040084838867,False,200,4.761277411154385,0.0379821056147114,0.0472359466945572,0.1395006252543975,-8.143642780440741,0.4462469320262117,7.596421122942292,10.09747254722376,8.143642780440741,200
17,4.840172290802002,False,200,4.816590463499633,0.0365963865321347,0.045357200309102,0.119731013480159,-7.800094067594126,0.4114551239760006,7.319277306426954,6.936163719117133,7.800094067594126,200
18,4.999143123626709,False,200,4.918283910224874,0.0811344270094491,0.0888895401347164,0.1724450566858788,-17.876864681680107,1.5802700690722753,16.226885401889835,6.970921071799637,17.876864681680107,200
19,4.957590103149414,False,200,4.913862894270199,0.0451484093437034,0.0537430010890436,0.1429799626485781,-9.651978144204886,0.5776620332113901,9.029681868740688,4.463424225280875,9.651978144204886,200
20,4.920154571533203,False,200,4.897504015560321,0.0286691134251428,0.0353903062874425,0.0897423254324225,-6.014264376421615,0.2504947558237986,5.733822685028566,2.99469355692493,6.014264376421615,200
21,4.548663139343262,False,200,4.609185682841719,0.0605225434984575,0.0639284542819247,0.1158599460433631,-12.956258829008275,0.8173694533752287,12.10450869969151,3.4380675941539067,12.956258829008275,200
22,4.61884069442749,False,200,4.626675778800318,0.0176525357235019,0.0215398252435119,0.0663934861409769,-3.6398750238390463,0.0927928143042065,3.5305071447003806,1.6575064834459,3.6398750238390463,200
23,4.540828704833984,False,200,4.573850841880815,0.0331908280834356,0.0363440244893739,0.0740861817700597,-6.9122218343769735,0.2641776232168431,6.638165616687123,0.9878594473007531,6.9122218343769735,200
24,5.044791221618652,False,200,4.98923280260735,0.0555584190113026,0.0565047531169141,0.0808014353582482,-11.774862921956547,0.6385574249606837,11.111683802260533,2.462169473533322,11.774862921956547,200
25,4.901489734649658,False,200,4.909134102392536,0.0102234642578472,0.0124262636650105,0.0356323416387889,-2.0808175361639423,0.0308824057344722,2.044692851569448,0.524227886002258,2.0808175361639423,200
26,4.523727893829346,False,200,4.548196045539112,0.0244724975626432,0.0261423088899164,0.0505661075858911,-5.050533955179739,0.1366840628191612,4.894499512528653,1.9350379831923876,5.050533955179739,200
27,4.884799480438232,False,200,4.888604095610653,0.0087140305580198,0.0109823092379295,0.0317770415391072,-1.7824354674621044,0.0241222232395025,1.7428061116039713,1.550713261863052,1.7824354674621044,200
28,4.556336402893066,False,200,4.559546408575448,0.0077794138237163,0.0098236152696519,0.0308303888702807,-1.589681525524057,0.0193006833932276,1.5558827647432691,1.4498077387560393,1.589681525524057,200
29,4.948602676391602,False,200,4.938175751079438,0.0123195560509359,0.0147114003701458,0.0457386801160826,-2.5252866102938074,0.0432850601701455,2.4639112101871925,1.809033993646949,2.5252866102938074,200
30,4.834192752838135,False,200,4.836847876318772,0.0078937390857186,0.0098360094951476,0.0253340532956825,-1.602332086027284,0.0193494165577268,1.578747817143726,0.4234852325831149,1.602332086027284,200
31,5.008073806762695,False,200,4.976000452663223,0.0320733540994716,0.033464562513924,0.0551319766541329,-6.645256444101319,0.2239753888496655,6.414670819894334,0.661023535731946,6.645256444101319,200
32,4.647556781768799,False,200,4.622554308721353,0.0250457492310281,0.0271908292330967,0.0575070825122283,-5.173911020755527,0.1478682388766856,5.009149846205635,1.689293567320611,5.173911020755527,200
33,4.778796195983887,False,200,4.77336446486439,0.0086442476299268,0.0106118313927103,0.0298850494585964,-1.7561319708572205,0.0225221931014626,1.7288495259853771,0.476025177038047,1.7561319708572205,200
34,4.888790130615234,False,200,4.894218428020465,0.0087342507360126,0.0110282373882347,0.0320133233495409,-1.7765280323705723,0.0243244039782515,1.746850147202526,0.5353481189794707,1.7765280323705723,200
35,4.699174404144287,False,200,4.681166720993349,0.018328499719696,0.0204682691422127,0.0413798136353644,-3.758386532727058,0.0837900083356121,3.6656999439392006,0.8896580452244507,3.758386532727058,200
36,4.605857372283936,False,200,4.595496609657548,0.0116911317746068,0.0148028123288052,0.0505151061684854,-2.387220395988133,0.0438246505683655,2.3382263549213738,0.5169390498393795,2.387220395988133,200
37,4.9363932609558105,False,200,4.932508056381669,0.0085000941649312,0.0105302863698205,0.0276897479524711,-1.7388811257319212,0.0221773862060858,1.7000188329862524,1.6684906539582869,1.7388811257319212,200
38,4.487259864807129,False,200,4.527197310463201,0.0399374456560719,0.041123085119789,0.0749550505397227,-8.346277125313032,0.3382216259538824,7.9874891312143985,2.056636814475098,8.346277125313032,200
39,4.560887813568115,False,200,4.559295029210414,0.0080132752542432,0.0099351952593844,0.034255496008142,-1.625962351570573,0.019741620968419,1.602655050848643,0.3565679753510977,1.625962351570573,200
40,4.824276447296143,False,200,4.82910634316345,0.0090803847949624,0.0111753762347785,0.0314412631541589,-1.8531136840633449,0.0249778067977708,1.816076958992495,1.2058918273078945,1.8531136840633449,200
41,4.544668197631836,False,200,4.543914254891612,0.00757913206036,0.0098622192422903,0.0264870675332886,-1.5467373914682825,0.0194526736766004,1.5158264120720188,1.1458305719663144,1.5467373914682825,200
42,4.528831005096436,False,200,4.533942883081332,0.0088284439128598,0.0107935810851742,0.0303918586786995,-1.7928195806233211,0.0233002785284463,1.7656887825719707,0.3830519522904048,1.7928195806233211,200
43,4.496640682220459,False,200,4.517141588324428,0.0205615082273915,0.0222981888825098,0.0396361043101052,-4.215367938819205,0.0994418454880174,4.112301645478319,0.3624447852868471,4.215367938819205,200
44,4.992468357086182,False,200,4.97675488659743,0.0162279067906777,0.0182350084456441,0.0390423390924103,-3.337741560321506,0.0665031066025426,3.245581358135559,2.56570955834043,3.337741560321506,200
45,4.867812156677246,False,200,4.873051603686622,0.009578778979021,0.0114253782387434,0.028169495691749,-1.9473279028802912,0.0261078535796702,1.915755795804202,0.5464253496419076,1.9473279028802912,200
46,4.773195266723633,False,200,4.764616562739814,0.010513411841456,0.0134921041542761,0.0401601237064372,-2.1437233372939803,0.0364073749019668,2.1026823682912115,0.4633594100802156,2.1437233372939803,200
47,4.626063346862793,False,200,4.604070558913386,0.0219927879494069,0.0238286986405239,0.0441955322667277,-4.5188607653057815,0.1135613757801812,4.398557589881381,0.6741799644218993,4.5188607653057815,200
48,4.813762664794922,False,200,4.815347069613767,0.0078291835677851,0.0100027654676331,0.0416619649983616,-1.5960809383593784,0.0200110634000946,1.5658367135570366,1.0233161402247075,1.5960809383593784,200
49,4.791152000427246,False,200,4.792443828717122,0.0080511114544837,0.0100041489821743,0.0239935640702784,-1.6351436955150302,0.0200165993715082,1.6102222908967567,0.4904805246765384,1.6351436955150302,200
50,4.61315393447876,False,200,4.60180202260047,0.0125931051220847,0.0148383757393846,0.0440819401436929,-2.5727452447945423,0.0440354789166318,2.518621024416948,1.0088741460962218,2.5727452447945423,200
51,4.504571914672852,False,200,4.525385331787731,0.0208266278451914,0.0227551194404445,0.0443113144532807,-4.273228998475722,0.1035590921497796,4.1653255690382895,0.4344337287653133,4.273228998475722,200
52,5.036057949066162,False,200,4.995630958541417,0.0404269905247452,0.0416726276501596,0.0682978125967919,-8.464958416754582,0.3473215790537702,8.085398104949046,3.223873275176487,8.464958416754582,200
53,4.637197971343994,False,200,4.621591842864184,0.0160637892093848,0.0184612540578081,0.0561692895344272,-3.30396675307869,0.0681635802773879,3.2127578418769698,2.304533092433253,3.30396675307869,200
54,4.972360134124756,False,200,4.96436777949986,0.0102624033512177,0.0128618745845365,0.0356386269821955,-2.1059584715457182,0.0330855635656693,2.052480670243555,2.0392237736493826,2.1059584715457182,200
55,4.628512859344482,False,200,4.618031633259077,0.011514733334402,0.0143666693354752,0.0732199908627508,-2.367573031440721,0.0412802375589767,2.30294666688042,2.3346127001324177,2.367573031440721,200
56,4.716110229492188,False,200,4.715099486890998,0.0095947934923623,0.0117361138936592,0.032453457717243,-1.956342937297452,0.0275472738649883,1.9189586984724605,0.9836964960003344,1.956342937297452,200
57,4.763134479522705,False,200,4.766323550510737,0.0080956853304716,0.0104416694659781,0.0345411623901847,-1.6471069440189103,0.021805692247348,1.6191370660943214,0.6164185677240823,1.6471069440189103,200
58,4.660686016082764,False,200,4.656571815669335,0.0083089563790979,0.010549723640585,0.0327399135509773,-1.6916073605478217,0.0222593337785437,1.6617912758195947,0.7556750949682964,1.6916073605478217,200
59,4.802387237548828,False,200,4.8108645275066015,0.0114746312672967,0.0151621603721238,0.0858391804042328,-2.3565299591466067,0.0459782214300005,2.294926253459348,1.5625484257258275,2.3565299591466067,200
60,4.931131362915039,False,200,4.935732770229574,0.0092099058151437,0.0118971790603197,0.0522274618007276,-1.8798140698441883,0.0283085739186619,1.8419811630287404,0.9524332896786128,1.8798140698441883,200
61,4.892636299133301,False,200,4.901725128728504,0.011906413583894,0.0147431799616476,0.0460728685338232,-2.433161324159469,0.0434722710763055,2.3812827167788138,0.8406336304349793,2.433161324159469,200
62,4.853574275970459,False,200,4.862844503457586,0.0114170207175283,0.0141135990445562,0.0393964680791594,-2.3308138310092144,0.0398387355980999,2.283404143505668,0.7570951905446428,2.3308138310092144,200
63,4.487894058227539,False,200,4.5143224860226425,0.026428427795104,0.0279626480434107,0.0522416298783303,-5.461313079430466,0.1563819371199325,5.285685559020806,1.9245583289728396,5.461313079430466,200
64,4.709712505340576,False,200,4.707713098941346,0.0093848523485196,0.0116905526187387,0.050467743836629,-1.919007349046528,0.0273338041062999,1.8769704697039256,1.4703075236302343,1.919007349046528,200
65,4.964087963104248,False,200,4.962200132778488,0.0072974078547324,0.0099035457065231,0.0395936541144026,-1.4928738118935891,0.0196160435122385,1.4594815709464868,1.3776197434863915,1.4928738118935891,200
66,4.567883014678955,False,200,4.562917176572079,0.0080447913020252,0.0104568827452074,0.0546886885810975,-1.6566733889972765,0.0218692793494036,1.6089582604050516,2.584584924282112,1.6566733889972765,200
67,4.60947322845459,False,200,4.599980687268369,0.0107841252454914,0.0130887759305664,0.0311048910241487,-2.1953871220634533,0.0342632110721152,2.1568250490982974,0.4298861893040566,2.1953871220634533,200
68,4.663717746734619,False,200,4.661007130413401,0.0086838161546691,0.0109141801845597,0.0287495499981496,-1.7680281182411783,0.0238238658202073,1.7367632309338354,0.7441021487135453,1.7680281182411783,200
69,4.913270950317383,False,200,4.921555202306794,0.0113934024071406,0.0158965400734242,0.1077831873388532,-2.3549337315378307,0.0505399972611967,2.2786804814281227,2.5713252848511274,2.3549337315378307,200
70,4.921473503112793,False,200,4.926180404412897,0.0099427476965899,0.0120798961653975,0.036123576786216,-2.025104781045688,0.0291847782733574,1.9885495393179984,0.7370463454332139,2.025104781045688,200
71,4.792342662811279,False,200,4.798056475932363,0.0104245022145639,0.0132654608616702,0.0613811040468439,-2.132074936968648,0.0351944903745009,2.084900442912785,1.198000368136153,2.132074936968648,200
72,4.799359321594238,False,200,4.807229588945351,0.0105050700023708,0.013133425736986,0.0401631454725333,-2.1427343873643063,0.0344973743177854,2.1010140004741737,0.7223012572347045,2.1427343873643063,200
73,4.75087308883667,False,200,4.7534725887316025,0.0093968954080397,0.0120339320996164,0.0406569209638565,-1.9188824352335585,0.0289631043556358,1.879379081607941,1.054024926998153,1.9188824352335585,200
74,4.569960594177246,False,200,4.565781947746126,0.0079205000343797,0.0102970536241015,0.0494555387651045,-1.6145596061303271,0.0212058626675244,1.5841000068759552,0.9253736586847516,1.6145596061303271,200
75,4.51329231262207,False,200,4.52598526958066,0.0134334197887133,0.0156600245308652,0.0367275783238465,-2.739753615617353,0.0490472736614602,2.6866839577426798,0.4022384213213286,2.739753615617353,200
76,4.707491397857666,False,200,4.703038257005888,0.0096575739860833,0.0125257224118543,0.0496852406969479,-1.9773133309264423,0.0313787443877661,1.931514797216673,1.4419789322003425,1.9773133309264423,200
