total_steps,setpoint_cycles,steps_per_cycle,setpoint_strategy,setpoint_min,setpoint_max,warm_start_steps,td3_train_steps,batch_size,overall_mae,overall_rmse,eval_mae,eval_rmse,overall_squared_error_cost,overall_absolute_error_cost,overall_move_cost,mean_exploration_sigma,mean_exploration_magnitude,mean_action_saturation_fraction,fixed_buffer_flow_sum,fixed_water_flow,reward_squared_weight,reward_absolute_weight,move_penalty_weight,reward_definition,plant_model
600,3,200,admissible_random,4.4589700043360185,5.061029995663981,0,397,4,0.154289857849484,0.1780102198956652,0.2444329468717372,0.2444332352792253,19.01258303238185,92.5739147096904,84.3814993072092,0.2247786666666666,0.1770223748901111,0.0066666666666666,15.0,5.0,1.0,1.0,0.01,-(q2*(target_pH - pH)^2 + q1*abs(target_pH - pH) + r_move*mean((action_t - action_t_minus_1)^2)),ideal Henderson-Hasselbalch
