scope,steps,mae,rmse,max_abs_error,iae,ise,mean_reward,total_reward,squared_error_cost_sum,absolute_error_cost_sum,move_cost_sum,total_cost_sum,mean_ph,mean_target_ph,train_updates
all_steps,600,0.15428985784948399,0.1780102198956652,0.336038229665192,92.5739147096904,19.012583032381848,-0.1873838545585739,-112.43031273514434,19.012583032381826,92.5739147096904,84.38149930720918,112.43031273514434,4.825384914466461,4.790815353393555,397
td3_training_steps,400,0.10921831333835742,0.13288210687079,0.336038229665192,43.68732533534297,7.0630617305680214,-0.12898548524167758,-51.59419409667103,7.0630617305680055,43.68732533534297,84.38070307600469,51.59419409667103,4.811941106088531,4.882303237915039,397
td3_eval_steps,200,0.2444329468717372,0.2444332352792253,0.2451180662102219,48.88658937434744,11.949521301813824,-0.30418059319236657,-60.83611863847331,11.949521301813819,48.88658937434744,0.0007962312044957738,60.83611863847331,4.852272531222323,4.607839584350586,0
