cycle_group,cycles,mean_cycle_mae,mean_cycle_rmse,max_cycle_abs_error,mean_move_cost_sum
cycles_0_24,25,0.06569011087506654,0.0790505273713464,0.4246512325802474,38.30662801481514
cycles_25_49,25,0.013590032352102979,0.015857785865135154,0.080537609107556,1.7091178580917843
cycles_50_74,25,0.011800648266208755,0.014104583037661565,0.0901518529495097,1.7972594179411192
cycles_75_99,25,0.013634146059585564,0.015810784887497778,0.0767593031674396,1.668176304030733
cycles_100_123,24,0.011361767760546251,0.013880310711846006,0.1026270170144929,2.1837245312399585
evaluation_cycles,1,0.042822180570151,0.0428280611041641,0.0430423809110775,1.0655249132102504
