scope,steps,mae,rmse,max_abs_error,iae,ise,mean_reward,total_reward,squared_error_cost_sum,absolute_error_cost_sum,move_cost_sum,total_cost_sum,mean_ph,mean_target_ph,train_updates
all_steps,50000,0.02346702436517886,0.04465980772114624,0.4246512325802474,1173.351218258943,99.72492128448769,-0.025689623681575596,-1284.4811840787797,99.72492128448636,1173.351218258943,1140.5044535349368,1284.4811840787797,4.761640563743582,4.760007843017578,49537
td3_training_steps,49600,0.023310934395783918,0.04467427458418551,0.4246512325802474,1156.2223460308824,98.99122415731088,-0.02553645079585505,-1266.6079594744106,98.99122415730957,1156.2223460308824,1139.4389286217263,1266.6079594744106,4.759553402932885,4.75825285527014,49537
td3_eval_steps,400,0.04282218057015097,0.04282806110416409,0.0430423809110775,17.128872228060388,0.7336971271768051,-0.04468306151092324,-17.873224604369295,0.7336971271767865,17.128872228060388,1.0655249132102504,17.873224604369295,5.020448504270103,4.977626323699951,0
